Sales,Extensions/discoveries,Production,Attributable to noncontrolling interests,Proportional interest in proved reserves of equity companies
United States\tCanada/Other Americas\tEurope\tAfrica\tAsia\tAustralia/Oceania\tTotal\tOil-Equivalent Total All Products (I),,,,
Natural Gas\t(billions of cubic feet)\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t,,,,
(35),433,"(1,081)","13,439",84
(30),1,(123),561,
—,1,(177),441,
—,—,(34),320,
—,—,(369),"4,309",
—,—,(462),"6,134",
—,—,"(2,246)","25,204",
—,—,"(1,113)","11,837",
"January 1, 2020",213,581,908,"12,454,14,156,3,849"
Revisions,(99),(95),9,"(106),—,(291)"
Improved recovery,—,—,—,"—,—,—"
Purchases,—,—,—,"—,—,—"
Sales,—,—,—,"—,—,—"
Extensions/discoveries,—,—,—,"—,—,—"
Production,(12),—,(126),"—,(971),—,(1,109)"
"December 31, 2020",102,360,917,"11,377,—,12,756"
"Total proved reserves at December 31, 2020","13,541",561,801,"1,237,15,686,6,134,37,960"
"Total proved reserves at December 31, 2020","15,211",,,
