,Notes and Accounts Receivable,Notes and Accounts Receivable,Advances and Long-Term Receivables,Liabilities for Off- Balance Sheet Assets,Total
,Trade,Other,Advances and Long-Term Receivables,Liabilities for Off- Balance Sheet Assets,Total
,(millions of dollars),(millions of dollars),(millions of dollars),(millions of dollars),(millions of dollars)
"Balance at December 31, 2019",34,56,413,,503
Cumulative effect of accounting change,52,6,39,12,109
Current period provision,9,15,(9),(1),14
Write-offs charged against the allowance,(2),(3),,,(5)
Other,2,(3),3,,2
"Balance atDecember 31,2020",95,71,446,11,623
"Balance at December 31,2020",,,,,
Financial Assets subject to credit losses standard - net,"16,250","1,962","9,447",,
