,Pension Benefits,Pension Benefits,Pension Benefits,Pension Benefits,Other Postretirement Benefits,Other Postretirement Benefits
,U.S.,U.S.,Non-U.S.,Non-U.S.,Other Postretirement Benefits,Other Postretirement Benefits
,2020,2019,2020,2019,2020,2019
,,,(millions of dollars),,,
Assets in excess of/(less than) benefit obligation,"(6,362)","(7,323)","(7,410)","(7,002)","(7,689)","(7,688)"
Balance at December 31 (l),,,,,,
Amounts recorded in the consolidated balance sheet consist of:,,,,,,
Other assets,,,"1,931","1,151",,
Current liabilities,(377),(242),(273),(267),(327),(351)
Postretirement benefits reserves,"(5,985)","(7,081)","(9,068)","(7,886)","(7,362)","(7,337)"
Total recorded,"(6,362)","(7,323)","(7,410)","(7,002)","(7,689)","(7,688)"
Amounts recorded in accumulated other,,,,,,
comprehensive income consist of: Net actuarial loss/(gain),"3,102",,,"5,662",,
Prior service cost,(275),"3,971 1","5,904 208",360,"1,164 (274)","1,339"
Total recorded in accumulated other comprehensive income,"2,827","3,972","6,112","6,022",890,(315)
