,Year-End 2020,Year-End 2020,Year-End 2020,Year-End 2020,Year-End 2019,Year-End 2019,Year-End 2019,Year-End 2019
,Oil,Oil,Gas,Gas,Oil,Oil,Gas,Gas
,Gross,Net,Gross,Net,Gross,Net,Gross,Net
Gross and Net Productive Wells,,,,,,,,
Consolidated Subsidiaries,,,,,,,,
United States,"19,631","7,878","20,480","12,195","20,559","8,502","21,893","13,182"
Canada/Other Americas,"4,754","4,644","3,276","1,275","4,905","4,724","3,441","1,347"
Europe,559,126,487,221,741,207,517,236
Africa,"1,141",432,26,10,"1,191",456,13,5
Asia,974,310,132,78,943,301,133,79
Australia/Oceania,540,102,90,38,582,120,87,36
Total Consolidated Subsidiaries,"27,599","13,492","24,491","13,817","28,921","14,310","26,084","14,885"
Equity Companies,,,,,,,,
United States,"12,368","4,851","4,223",417,"12,947","5,328","4,500",577
Europe,57,20,552,172,57,20,561,175
Asia,217,54,157,32,194,49,126,30
Total Equity Companies,"12,642","4,925","4,932",621,"13,198","5,397","5,187",782
Total gross and net productive wells,"40,241","18,417","29,423","14,438","42,119","19,707","31,271","15,667"
