,Note Reference,,,,,
Commitments,Number,2021,2022- 2023,2024- 2025,2026 and Beyond,Total
,(millions of dollars),(millions of dollars),(millions of dollars),(millions of dollars),(millions of dollars),(millions of dollars)
Long-term debt excluding finance lease obligations (l),"6,14","2,828","7,364","8,640","29,263","48,095"
Asset retirement obligations (2),9,689,"1,203","1,005","8,350","11,247"
Pension and other postretirement obligations (3),17,"1,860","1,576","1,530","16,495","21,461"
Lease commitments (4),11,,,,,
Operating and finance leases - commenced,,"1,558","2,163","1,358","2,004","7,083"
Operating and finance leases - not yet commenced,,192,"1,081",495,"2,786","4,554"
Take-or-pay and unconditional purchase obligations (5),,"4,155","7,246","5,626","16,932","33,959"
Firm capital commitments (6),,"6,027","4,469","1,689",599,"12,784"
