,PensionBenefits,PensionBenefits,PensionBenefits,PensionBenefits
,U.S.,U.S.,Non-U.S.,Non-U.S.
,2020,2019,2020,2019
For funded pension plans with an accumulated benefit obligation,,(millions of dollars),,
in excess of plan assets:,,,,
Accumulated benefit obligation,"16,129","14,940","4,602","3,026"
Fair value of plan assets,"15,300","13,636","2,652","1,381"
For funded pension plans with a projected benefit obligation in excess of plan assets:,,,,
Projected benefit obligation,"19,456","18,292","13,836","12,496"
Fair value of plan assets,"15,300","13,636","10,681","9,616"
For unfunded pension plans:,,,,
Projected benefit obligation,"2,206","2,667","6,187","5,274"
Accumulated benefit obligation,"1,373","1,447","5,469","4,629"
