"Proved developed reserves, as of December 31, 2019",Consolidated subsidiaries,Equity companies
Natural Gas,,
United States Canada/Other Americas Europe Africa Asia Australia/Oceania Total Oil-Equivalent Total All Products (1),,
Consolidated subsidiaries,,
12,538 605 1,"116 581 3,618 4,336 22,794 13,098"
Equity companies,,
152 — 988 — 11,951 — 13,"091 3,324"
Proved undeveloped reserves,as of December 31,2018
8,865 1,"139 196 7 223 3,126 13,556 6,980"
73 — 69 863 1,370 — 2,375 891
Total proved reserves at December 31,2018,
21,628 1,"744 2,369 1,451 17,162 7,462 51,816 24,293"
Proved developed reserves,as of December 31,2019
11,882 613 502 377 3,"508 3,765 20,647 12,075"
143 — 505 — 9,859 — 10,"507 2,691"
"11,882",613,"502,377,3,508,3,765,20,647,12,075"
143,505,"9,859,10,507,2,691"
"7,144",853,"119,925,3,236,12,277,6,521"
70,76,"908,2,595,3,649,1,158"
"19,239","1,466","1,202,1,285,16,887,7,001,47,080,22,445"
"Proved developed reserves, as of December 31, 2020",Consolidated subsidiaries,Equity companies
"10,375",472,"399,318,3,323,3,344,18,231,7,915"
83,293,"8,992,9,368,2,326"
"3,064",89,"42,2,986,2,790,6,973,3,922"
19,67,"917,2,385,3,388,1,048"
"13,541",561,"801,1,237,15,686,6,134,37,960,15,211"
