Operating,2020,2019,,2020,2019 (thousandsof barrels daily)
(thousands of barrels daily),(thousands of barrels daily),(thousands of barrels daily),(thousands of barrels daily),(thousands of barrels daily),(thousands of barrels daily)
Net liquids production,,,Refinery throughput,,
United States,685,646,United States,"1,549","1,532"
Non-U.S. Total,"1,664","1,740",Non-U.S. Total,"2,224","2,449"
,"2,349","2,386",,"3,773","3,981"
,(millionsofcubic feet daily),,,(thousands ofbarrels daily),
Natural gas production available for sale,Natural gas production available for sale,Natural gas production available for sale,Natural gas production available for sale,Natural gas production available for sale,Natural gas production available for sale
,,,Petroleum product sales (2),,
United States,"2,691","2,778",United States,"2,154","2,292"
Non-U.S.,"5,780","6,616",Non-U.S.,"2,741","3,160"
Total,"8,471","9,394",Total,"4,895","5,452"
(thousands ofoil-equivalent barrels daily),(thousands ofoil-equivalent barrels daily),(thousands ofoil-equivalent barrels daily),(thousands ofoil-equivalent barrels daily),(thousands ofoil-equivalent barrels daily),(thousands ofoil-equivalent barrels daily)
Oil-equivalent production (l),"3,761","3,952",Chemical prime product sales (2) (3),(thousands of metric tons),
,,,United States,"9,010","9,127"
,,,Non-U.S.,"16,439","17,389"
,,,Total,"25,449","26,516"
