Semester,2,Mon 11 Jan 2021 – Sat 8 May 2021,17 weeks
Instructional Period,Mon 11 Jan 2021 – Fri 19 Feb 2021,6 weeks,
Recess Week,Sat 20 Feb 2021 – Sun 28 Feb 2021,1 week,
Instructional Period,Mon 1 Mar 2021 – Fri 16 Apr 2021,7 weeks,
Reading Week,Sat 17 Apr 2021 – Fri 23 Apr 2021,1 week,
Examination,Sat 24 Apr 2021 – Sat 8 May 2021,2 weeks,
Vacation,Sun 9 May 2021 – Sun 1 Aug 2021,12 weeks,
Special Term,Mon 10 May 2021 – Sat 31 Jul 2021,12 weeks,
,Mon 10 May 2021 – Sat 19 Jun 2021,6 weeks,
,Mon 21 Jun 2021 – Sat 31 Jul 2021,6 weeks,
