x Clean the milk system manually, Basic Milk page 77
Care\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t,
x Clean the operating panel (CleanLock) page 72,
x Clean the grounds container page 73,
x Clean the brewing unit page 73,
x Clean the water tank page 76,
x Clean the drip tray page 76,
x Clean the housing page 77,
x Clean the milk system manually,Plug&Clean page 66
x Clean milk system manually,Easy Milk page 66
x Clean milk system manually (Dynamic Milk) page 66,
x Clean the mixer * page 79,
x Clean the bean hopper page 80,
x Clean the powder hopper * page 81,
