GRI Standard,"Page number(s), URLDisclosure Omissions and/or direct answer","Page number(s), URLDisclosure Omissions and/or direct answer","Page number(s), URLDisclosure Omissions and/or direct answer",ExternalAssurance,Global Compactprinciple
,"207-2 Tax governance,control,and riskmanagement","419-427The information regarding the Group's Tax Strategyand Tax Policy is available at the corporate web pageof Inditex, How we dobusiness section, Our commitment to people -Our Tax Contributionheading.",,,
,207-3 Stakeholderengagement andmanagement of concernsrelated to tax,"419-427The information regardingthe Group's Tax Strategyand Tax Policy is available at the corporate web pageof Inditex, How we dobusiness section, Ourcommitment to people -Our Tax Contributionheading.",,,
,207-4 Country-by-countryreporting,"419-427The information regardingthe Group's Tax Strategyand Tax Policy is available at the corporate web pageof Inditex, How we dobusiness section, Ourcommitment to people -Our Tax Contributionheading.",,,
GRI 413: LOCAL COMMUNITIES 2016,GRI 413: LOCAL COMMUNITIES 2016,GRI 413: LOCAL COMMUNITIES 2016,GRI 413: LOCAL COMMUNITIES 2016,GRI 413: LOCAL COMMUNITIES 2016,GRI 413: LOCAL COMMUNITIES 2016
,"413-1 Operations withlocal communityengagement, impactassessments,anddevelopment programs","261-264,270-274,345-347,400-411",,,Principle 1
,413-2 Operations with significant actual and potential negative impactson local communities,"303-304,334-335,400-418",,,Principles 1and 2
OTHER DISCLOSURES: COMMUNITY INVESTMENT,OTHER DISCLOSURES: COMMUNITY INVESTMENT,OTHER DISCLOSURES: COMMUNITY INVESTMENT,OTHER DISCLOSURES: COMMUNITY INVESTMENT,,
,AF33 Priorities incommunity investmentstrategy.,398-406,,,
,AF34 Amount ofinvestment in workercommunities broken downby location,398-406,,,
"GRI Page number(s), URL External Global CompactDisclosure Omissions Standard and/or direct answer Assurance principleINNOVATION","GRI Page number(s), URL External Global CompactDisclosure Omissions Standard and/or direct answer Assurance principleINNOVATION","GRI Page number(s), URL External Global CompactDisclosure Omissions Standard and/or direct answer Assurance principleINNOVATION","GRI Page number(s), URL External Global CompactDisclosure Omissions Standard and/or direct answer Assurance principleINNOVATION","GRI Page number(s), URL External Global CompactDisclosure Omissions Standard and/or direct answer Assurance principleINNOVATION","GRI Page number(s), URL External Global CompactDisclosure Omissions Standard and/or direct answer Assurance principleINNOVATION"
GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016
,103-1 Explanation of thematerial topic and itsBoundary,"225-227,536-539",,,
,103-2 The managementapproach and itscomponents,196-205,,,
,103-3 Evaluation of themanagement approach,196-205,,,
CUSTOMER ORIENTATION,CUSTOMER ORIENTATION,CUSTOMER ORIENTATION,CUSTOMER ORIENTATION,CUSTOMER ORIENTATION,CUSTOMER ORIENTATION
GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016
,103-1 Explanation of thematerial topic and itsBoundary,"225-227,536-539",,,
,103-2 The managementapproach and itscomponents,"275-280,507-509",,,
,103-3 Evaluation of themanagement approach,"275-280,507-509",,,
"DIVERSITY,EQUALITY AND INCLUSION","DIVERSITY,EQUALITY AND INCLUSION","DIVERSITY,EQUALITY AND INCLUSION","DIVERSITY,EQUALITY AND INCLUSION","DIVERSITY,EQUALITY AND INCLUSION","DIVERSITY,EQUALITY AND INCLUSION"
GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016
,103-1 Explanation of thematerial topic and itsBoundary,"225-227,536-539",,,
,103-2 The managementapproach and itscomponents,"229-240,258-259",,,
,103-3 Evaluation of themanagementapproach,"160-161,231-233,358-359",,,
GRI 405: DIVERSITY AND EQUAL OPPORTUNITY 2016,GRI 405: DIVERSITY AND EQUAL OPPORTUNITY 2016,GRI 405: DIVERSITY AND EQUAL OPPORTUNITY 2016,GRI 405: DIVERSITY AND EQUAL OPPORTUNITY 2016,GRI 405: DIVERSITY AND EQUAL OPPORTUNITY 2016,GRI 405: DIVERSITY AND EQUAL OPPORTUNITY 2016
,405-1 Diversity ofgovernance bodies andemployees,"229-231,251-254,462For further information aboutdiversity on the Board ofDirectors,refer to the 2021Annual CorporateGovernance Report,available at the corporateweb page of Inditex,Compliance section,Corporate Governanceheading.",,√Pg.143-145,Principle 6
