"PONTEGADEA INVERSIONES, S.L.",PONTEGADEA FRANCE S.A.S.,"Legal representative of the Chair of the Company, PONTEGADEA INMOBILIARIA, S.L.U."
"PONTEGADEA INVERSIONES, S.L.",PRIMA CINQUE S.p.A.,Chair
"PONTEGADEA INVERSIONES, S.L.",PG REAL ESTATE INTEREST Ltd.,Ordinary member
"PONTEGADEA INVERSIONES, S.L.",PONTEGADEA INMOBILIARIA S.A. de C.V.,Chair
"PONTEGADEA INVERSIONES, S.L.",PONTEGADEA CANADA Inc.,Chair
"PONTEGADEA INVERSIONES, S.L.",PONTEGADEA KOREA Inc.,Ordinary member
"PONTEGADEA INVERSIONES, S.L.",PONTEGADEA USA Inc.,Chair
"PONTEGADEA INVERSIONES, S.L.","PONTEGADEA GB 2020, S.L.",2nd Deputy Chair
"PONTEGADEA INVERSIONES, S.L.","HILLS PLACE, S.à.r.l.",Ordinary member
"PONTEGADEA INVERSIONES, S.L.",PONTEGADEA UK Ltd.,Ordinary member
"PARTLER 2006, S.L.","PARTLER 2006, S.L.",2nd Deputy Chair
"PARTLER 2006, S.L.","PARTLER PARTICIPACIONES, S.L.U.",2nd Deputy Chair
"PARTLER 2006, S.L.",PONTEGADEA PORTUGAL INVESTIMENTOS IMOBILIARIOS E HOTELEIROS S.A.,Chair
"PARTLER 2006, S.L.",ALMACK Ltd.,Ordinary member
