,Daimar de Inversiones S.L.,Sole Director,Unpaid
,Pontel Participaciones S.L.,Ordinary member,Unpaid
,Fundacion Amancio OrtegaGaona,Second Deputy Chair,Unpaid
,Fundacion Kertor,Trustee,Unpaid
,Fundacion Santiago ReyFernandez Latorre,Trustee,Unpaid
,Fundacion Bal y Gay,Trustee,Unpaid
Ms Anne Lange,"Pernod-Ricard, S.A",Non-executive director,Paid
Ms Anne Lange,Peugeot Invest,Non-executive director,Paid
Ms Anne Lange,"Orange, S.A.",Non-executive director,Paid
Mr Rodrigo EcheniqueGordillo,Banco Santander Chile,Non-executive director,Paid
Mr Rodrigo EcheniqueGordillo,Banco Santander Internacional(BSI),Non-executive director,Paid
Mr Rodrigo EcheniqueGordillo,Fundacion Banco Santander,Chair,Unpaid
Mr Emilio SarachoRodriguez de Torres,"International ConsolidatedAirlinesGroup, S.A.",Independent director,Paid
Mr Emilio SarachoRodriguez de Torres,"Rustica y Forestal El Socor, S.L.",Chair and CEO,Unpaid
Ms Pilar López Alvarez,Microsoft Western Europe,"VP Sales, Marketing, Ops(C00）",Paid
