GRI Standard,Disclosure,"Page number(s), URL and/or direct answer",Omissions,External Assurance,Global Compact principle,RISK MANAGEMENT AND CONTROL SYSTEMS
GRI 103: MANAGEMENT APPROACH 2016,103-1 Explanation of the material topic and its Boundary,"225-227, 536-539",,,,
GRI 103: MANAGEMENT APPROACH 2016,103-2 The management approach and its components,468-486,,,,
GRI 103: MANAGEMENT APPROACH 2016,103-3 Evaluation of the management approach,468-486,,,,
GRI 418: CUSTOMER PRIVACY 2016,418-1 Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,,,
GRI 103: MANAGEMENT APPROACH 2016,103-1 Explanation of the material topic and its Boundary,"225-227, 536-539",,,,
GRI 103: MANAGEMENT APPROACH 2016,103-2 The management approach and its components,207-211,,,,
GRI 103: MANAGEMENT APPROACH 2016,103-3 Evaluation of the management approach,209,,,,
STAKEHOLDER ENGAGEMENT,,,,,,
GRI 103: MANAGEMENT APPROACH 2016,103-1 Explanation of the material topic and its Boundary,"225-227, 536-539",,,,
GRI 103: MANAGEMENT APPROACH 2016,103-2 The management approach and its components,"181-187, 480-482",,,,
RESPONSIBLE COMMUNICATION,,,,,,
GRI 103: MANAGEMENT APPROACH 2016,103-1 Explanation of the material topic and its Boundary,"225-227, 536-539",,,,
GRI 103: MANAGEMENT APPROACH 2016,103-2 The management approach and its components,,,,,
