Gaona,Pontegadea GB2020 S.L,Chair,Paid
Mr Amancio Ortega Gaona,Pontegadea Inversiones S.L,Chair,Paid
Mr Amancio Ortega Gaona,Pontegadea Inmobiliaria S.L,Chair,Paid
Mr Amancio Ortega Gaona,Partler 2006 S.L,Chair,Paid
Mr Amancio Ortega Gaona,Pontegadea GB2020 S.L,Chair,Paid
Mr Amancio Ortega Gaona,Partler Participaciones S.L,Chair,Unpaid
Gaona,Partler Participaciones S.L,Chair,Unpaid
Gaona,Fundación Amancio Ortega,Chair,Unpaid
Mr Pablo Isla Álvarez de Tejera,"Nestlé, S.A.",Independent director,Paid
Gaona,Pontegadea Inversiones S. L,First Deputy Chair,Paid
Gaona,Pontegadea Inmobiliaria S.L,First Deputy Chair,Paid
Ms Flora Pérez Marcote,Desarrollos GB2020 S.A.,First Deputy Chair,Paid
Ms Flora Pérez Marcote,Pontegadea Inmobiliaria S.L,First Deputy Chair,Paid
Fundación Amancio Ortega,First Deputy Chair,Unpaid,
Pontegadea Inversiones S. L,Second Deputy Chair,Paid,
"""Pontegadea Inmobiliaria, S.L.U.""",Second Deputy Chair,Paid,
Partler 2006 S.L,Second Deputy Chair,Paid,
Pontegadea GB2020 S.L,Second Deputy Chair,Paid,
Partler Participaciones S.L.,Second Deputy Chair,Unpaid,
"Pontegadea España,S.L.U.",Joint Director,Unpaid,
"Esparelle 2016,S.L.","Sole Director,legal representative of Pontegadea Inversiones S.L.U.",Unpaid,
