"Sole Director, legal representative of Pontegadea Inversiones S.L",Pontegadea Dieciocho S.L,Unpaid
Sole Director,"Sobrado Forestal 2014, S.L",Unpaid
"Chair, legal representative of Pontegadea Inmobiliaria SLU","Pontegadea France, SAS",Unpaid
Chair,"Prima Cinque, S.p.a.",Unpaid
Ordinary member,PG Real Estate Interests Ltd,Unpaid
Chair,"Pontegadea Inmobiliaria, SA de CV",Unpaid
Chair,"Pontegadea Canada, Inc",Unpaid
Ordinary member,"Pontegadea Korea, Inc",Unpaid
Chair,"Ponte Gadea USA, INC",Unpaid
Ordinary member,"Hills Place, Sarl",Unpaid
Ordinary member,"Pontegadea UK, Ltd",Unpaid
Ordinary member,Almack Ltd,Unpaid
"Chair, appointed by Partler 2006 SL","Ponte Gadea Portugal - Investimentos Imobiliários e Hoteleiros, S.A.",Unpaid
"Chair, appointed by Partler 2006 SL","Pontegadea Amoreiras - Sociedade Imobiliária, S.A.",Unpaid
Joint and Several Director,"Proherre Internacional-Sociedade Imobiliária, Lda",Unpaid
"Chair, legal representative of Pontegadea Inmobiliario SLU","Pontegadea Real Estate, SAS",Unpaid
Sole Director,"Montaigne Real Estate, SAS",Unpaid
Ordinary member,Adelphi Property SARL,Unpaid
Chair,"Fongadea Recoletos 7-9, S.L.",Unpaid
