GRI Standard employees receiving,Disclosure 404-3 Percentage of,"Page number(s), URL and/or direct answer All of our people's",Omissions,External Assurance,Global Compact principle Principio 6
,regular performance and career development reviews,"performance is evaluated at least once a year and each brand conducts that process in keeping with its management model. Performance dialogue with store staff is continuous and centres around each person's contribution to store-specific objectives with a focus on career development,in line with one of our hallmark characteristics: internal promotion.In the case of office staff,target delivery and performance are reviewed with each person at least once a year,and objectives are set for the following year. Employee engagement includes dialogue aimed at fostering career development and getting feedback about employee concerns.Variable remuneration is fully tied to the Company's results and each person's contribution to their delivery. For further information about the annual performance review programme,refer to the 2021 Annual Corporate Governance Report, available at disponible at the corporate web page of Inditex, Compliance section, Corporate Governance heading.",,,
"GRI Page number(s), URL External Global CompactDisclosure Omissions Standard and/or direct answer Assurance principleSOCIALLY SUSTAINABLE PRODUCTION ENVIRONMENTS","GRI Page number(s), URL External Global CompactDisclosure Omissions Standard and/or direct answer Assurance principleSOCIALLY SUSTAINABLE PRODUCTION ENVIRONMENTS","GRI Page number(s), URL External Global CompactDisclosure Omissions Standard and/or direct answer Assurance principleSOCIALLY SUSTAINABLE PRODUCTION ENVIRONMENTS","GRI Page number(s), URL External Global CompactDisclosure Omissions Standard and/or direct answer Assurance principleSOCIALLY SUSTAINABLE PRODUCTION ENVIRONMENTS","GRI Page number(s), URL External Global CompactDisclosure Omissions Standard and/or direct answer Assurance principleSOCIALLY SUSTAINABLE PRODUCTION ENVIRONMENTS","GRI Page number(s), URL External Global CompactDisclosure Omissions Standard and/or direct answer Assurance principleSOCIALLY SUSTAINABLE PRODUCTION ENVIRONMENTS"
GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016,GRI 103: MANAGEMENT APPROACH 2016
,103-1 Explanation of thematerial topic and itsBoundary,"225-227,536-539",,,
,103-2 The managementapproach and itscomponents,"181-188,190,193-195",,,
,103-3 Evaluation of themanagementapproach,"159-161,336-339,511-514",,,
GRI 414: SUPPLIER SOCIAL ASSESSMENT 2016,GRI 414: SUPPLIER SOCIAL ASSESSMENT 2016,GRI 414: SUPPLIER SOCIAL ASSESSMENT 2016,GRI 414: SUPPLIER SOCIAL ASSESSMENT 2016,GRI 414: SUPPLIER SOCIAL ASSESSMENT 2016,GRI 414: SUPPLIER SOCIAL ASSESSMENT 2016
,414-1 New suppliers thatwere screened using socialcriteria,"159,337-340, 511-514",,√Pg.143-145,Principle 2
,414-2 Negative socialimpacts in the supplychain and actions taken,"336-340,342-344",,,Principle 2
OTHER DISCLOSURES: AUDIT PROCESS,OTHER DISCLOSURES: AUDIT PROCESS,OTHER DISCLOSURES: AUDIT PROCESS,OTHER DISCLOSURES: AUDIT PROCESS,OTHER DISCLOSURES: AUDIT PROCESS,OTHER DISCLOSURES: AUDIT PROCESS
,AF2 Parties and personnelengaged in code ofconduct compliancefunction,"159-160,345-347,360-362,367-368",,,
