Reconciliation of benefit obligation,"August 31,2020 U.S. Plans","August 31,2020 Non-U.S. Plans","August 31,2019 U.S. Plans","August 31,2019 Non-U.S. Plans","August 31,2020 U.S. and Non-U.S. Plans","August 31,2019 U.S. and Non-U.S. Plans"
"Benefit obligation, beginning of year","$ 383,557","$ 2,166,377","$ 331,916","$ 1,772,712","$ 576,596","$ 535,632"
Service cost,"3,080","108,871","3,100","88,913","22,142","18,056"
Interest cost,"9,771","44,395","12,364","52,466","15,647","20,498"
"Participant contributions,—,",—,"12,521",—,"11,989",—,—
"Acquisitions/divestitures/transfers,—,",—,14,—,"28,510",—,—
"Amendments,—,—,—,",—,—,—,"2,105",—,—
"Curtailment,—,—,—,",—,—,—,"(6,477)",—,—
"Pension settlement,—,(188),—,",—,(188),—,"(9,343)",—,—
Actuarial (gain) loss,"26,495","(12,278)","50,002","379,173","46,630","16,880"
Benefits paid,"(14,637)","(94,136)","(13,825)","(85,624)","(12,115)","(13,637)"
"Exchange rate impact,—,",—,"131,829",—,"(68,047)",428,(833)
"Benefit obligation, end of year","$ 408,266","$ 2,357,405","$ 383,557","$ 2,166,377","$ 649,328","$ 576,596"
Reconciliation of fair value of plan assets,"Fair value of plan assets, beginning of year","$ 257,280","$ 1,214,062","$ 210,576","$ 1,127,376","$ 31,920"
Actual return on plan assets,"27,911","46,815","50,397","97,845","2,079","4,924"
"Acquisitions/divestitures/transfers,—,—,—,",—,—,—,"25,347",—,—
Employer contributions,"10,635","88,068","10,131","81,531","9,942","11,920"
"Participant contributions,—,",—,"12,521",—,"11,989",—,—
"Pension settlement,—,—,—,",—,—,—,"(8,801)",—,—
Benefits paid,"(14,637)","(94,136)","(13,825)","(85,624)","(12,115)","(13,637)"
"Exchange rate impact,—,",—,"89,049",—,"(35,601)",—,—
"Other,—,(672),—,—,—,—",—,(672),—,—,—,—
"Fair value of plan assets, end of year","$ 281,189","$ 1,355,707","$ 257,280","$ 1,214,062","$ 31,826","$ 31,920"
"Funded status, end of year","$ (127,077)","$ (1,001,698)","$ (126,277)","$ (952,315)","$ (617,502)","$ (544,676)"
Amounts recognized in the Consolidated Balance Sheets,Non-current assets,"$ 3,232","$ 67,341","$ 6,707","$ 67,396",$ —
Current liabilities,"(10,213)","(42,990)","(10,473)","(33,981)","(1,169)","(1,257)"
Non-current liabilities,"(120,096)","(1,026,049)","(122,511)","(985,730)","(616,333)","(543,419)"
"Funded status, end of year","$ (127,077)","$ (1,001,698)","$ (126,277)","$ (952,315)","$ (617,502)","$ (544,676)"
