,,,Percent Increase (Decrease) U.s.,Percent Increase,Percent of Total Revenues,Percent of Total Revenues
(in millions of U.S. dollars),Fiscal,2019 (1),Percent Increase (Decrease) U.s.,Percent Increase,Local Currency,for Fiscal 2020
,2020,,Dollars,,,2019 (1)
GEOGRAPHIC MARKETS,,$,5%,,47 %,46%
North America,"$ 20,982","19,986",（2),5%,32,34
Europe Growth Markets,"14,402","14,696",,二,20,
,"8,943","8,533",5 3%,8,100%,20
TOTAL REVENUES,"$ 44,327","$ 43,215",,4%,,100%
INDUSTRYGROUPS,,"$ 8,757",1%,,20%,20%
"Communications, Media & Technology Financial Services",$ 8.883,"8,494",二,3%,19,
Health& Public Service,"8,518","7,161",12,2,18,20
Products,"8,023","12,005",2,13,28,17
Resources,"12,272","6,772",(2),3,15,28
Other,"6,612 19",26,n/m,1,二,16
,"$ 44,327","$ 43,215",3%,n/m 4%,100 %,二
TOTAL REVENUES,,,,,,100%
TYPEOFWORK,"24,227","$ 24,177",-%,2%,55%,
Consulting Outsourcing,"$ 20,100","19,038",6,7,45,56% 44
TOTALREVENUES,"44,327","$ 43,215",3%,4%,100 %,100%
,$,,,,,
