"Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans",,,,
"Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","August 31,2020","August 31,2019","August 31,2020","August 31,2019"
"Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans","Pension Plans Postretirement Plans August 31, August 31, August 31, August 31,2020 2019 2020 2019U.S. and U.S.and Non-U.s. Non-U.s. Non-U.s. Non-U.S. U.S. Plans Plans U.S. Plans Plans Plans Plans",Non-U.s. U.S. Plans Plans,Non-U.s. U.S. Plans Plans,U.S. andNon-U.s.Plans,U.S.andNon-U.S.Plans
Projected benefit obligation in excessof plan assets,,,,,,,,
Projected benefit obligation,"$ 130,309$1,644,895","$132,984$1,514,448","$649,328","$576,596",,,,
Fair value of plan assets,"575,857","494,065","31,826","31,920",,,,
"August 31,2020Non-U.S. U.S. Plans Plans","August 31,2020Non-U.S. U.S. Plans Plans","August 31,2020Non-U.S. U.S. Plans Plans","August 31,2019","August 31,2019",,,,
"August 31,2020Non-U.S. U.S. Plans Plans","August 31,2020Non-U.S. U.S. Plans Plans","August 31,2020Non-U.S. U.S. Plans Plans",Non-U.S. U.S. Plans Plans,Non-U.S. U.S. Plans Plans,Non-U.S. U.S. Plans Plans,,,
Accumulated benefit obligation in excess of plan assets,Accumulated benefit obligation in excess of plan assets,,,,,,,
Accumulated benefit obligation,Accumulated benefit obligation,"$130,309$ 1,438,234","$ 132,984$1,300,082","$ 132,984$1,300,082",,,,
Fair value of plan assets,Fair value of plan assets,"575,857","465,935","465,935",,,,
