1988 UN Drug Convention,1988 United Nations Convention against Illicit Traffic in Narcotic Drugs and Psychotropic Substances
AML,Anti-Money Laundering
APG,Asia/Pacific Group on Money Laundering
ARS,Alternative Remittance System
BMPE,Black Market Peso Exchange
CBP,Customs and Border Protection
CDD,Customer Due Diligence
CFATF,Caribbean Financial Action Task Force
CFT,Combating the Financing of Terrorism
CTR,Currency Transaction Report
DEA,Drug Enforcement Administration
DHS,Department of Homeland Security
DHS/HSI,Department of Homeland Security/Homeland Security Investigations
DNFBP,Designated Non-Financial Businesses and Professions
DOJ,Department of Justice
DNFBP\tDesignated Non-Financial Businesses and Professions,
DOJ\tDepartment of Justice,
DOS\tDepartment of State,
EAG\tEurasian Group to Combat Money Laundering and Terrorist Financing,
EC\tEuropean Commission,
ECOWAS\tEconomic Community of West African States,
EO\tExecutive Order,
ESAAMLG\tEastern and Southern Africa Anti-Money Laundering Group,
EU\tEuropean Union,
FATF\tFinancial Action Task Force,
FBI\tFederal Bureau of Investigation,
FinCEN\tDepartment of the Treasury's Financial Crimes Enforcement Network,
FIU\tFinancial Intelligence Unit,
FTZ\tFree Trade Zone,
GABAC\tAction Group against Money Laundering in Central Africa,
GAFLAT\tFinancial Action Task Force of Latin America,
