Area administered byTurkish Cypriots,Y,Y,Y,Y,Y,Y*,N,Y,N,N/A,N/A,N/A,N/A,N
aereerri gg geriar,renernngin,,(rnesessesrisensses,willerispererrieteter,eenrneteelereer,eeeee,eerreeonen,stiiliis,ennrset,nnr gnseibeerrie inns,srngee,Srn onedeen,Sren nhedee,eelgiteseletleereeedireniseigererejrrineiein
Govt/Jurisdiction,,,,,,,,,,,,,,
Dominica,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
DominicanRepublic,Y,Y,Y,Y,Y,Y*,Y,Y,Y,Y,Y,Y,Y,Y
Ecuador,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
El Salvador,Y,Y,Y,Y,Y,Y*,Y,Y,Y,Y,Y,Y,Y,Y
Georgia,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Ghana,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Guatemala,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
Guyana,Y,Y,Y,Y,Y,Y*,Y,Y,Y,Y,Y,Y,Y,Y
Haiti,Y,Y,Y,Y,N,Y*,Y,Y,Y,Y,Y,Y,Y,N
Honduras,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Hong Kong5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
India,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Indonesia,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Iran,Y,Y,Y,Y,Y,Y*,N,Y,N,Y,Y,N,Y,N/A
Italy,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Jamaica,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Kazakhstan,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Taeeenerrg gg seigait,ernernngeeiia,drsrnrn,rrerpresesserpisensner,wrerireerer cierer,rretrgr rreteeeserera,eileelee,eereeeeeeeenen,stni,Aerssessesongeneet,nnrgieeerreng,srlrrlngnnneraeln,Jrn oi Sedetein,Sten nheeeaee,reeetertrreennnnseraereetrrrgrrstaitrrtenrnrlertnaatr ert siteite
Govt/Jurisdiction,,,,,,,,,,,,,,
Kenya,Y,Y,Y,Y,Y,Y*,Y,Y,Y,Y,Y,Y,Y,Y
Laos,Y,Y,Y,Y,Y,Y*,Y,N,N,Y,Y,Y,Y,N
Liberia,Y,Y,Y,Y,Y,Y*,Y,Y,N,Y,Y,Y,Y,N
Macau5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Malaysia,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Mexico,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Morocco,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Mozambique,Y,Y,Y,Y,Y,Y*,Y,Y,N,Y,Y,Y,Y,N
Netherlands,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Nicaragua,Y,Y,Y,Y,Y,Y*,Y,Y,N,Y,Y,Y,Y,N
Nigeria,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
Pakistan,Y,Y,Y,Y,Y,Y*,Y,N,N,Y,Y,Y,Y,Y
Panama,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Paraguay,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
Peru,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Philippines,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
Russia,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
St. Kits and Nevis,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
St. Lucia,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
St. Vincent and the Grenadines,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N
eaeeeerrg g geonat,Gener rn ngpeegil,edsnen,(rerpreseelseeisenseey,werospeorer creier,rrerlgo orneeteesleserea,eeieieielee,eereoeen,satneirrereiririiss,fersessenorseeet,nrrgiseerrrenes,errnoeee,Jrhn on hed eee,Sten onhedeaeE,rrereeeitireerersrirerrerireerrssrrtrrererrera'e trt settt
Govt/Jurisdiction,,,,,,,,,,,,,,
Senegal,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Serbia,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Sint Maarten²,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N
Spain,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Suriname,Y,Y,Y,Y,Y,Y*,Y,Y,Y,Y,Y,Y,N,N
Tajikistan,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Tanzania,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Thailand,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Trinidad andTobago,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Turkey,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Ukraine,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
United ArabEmirates,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
United Kingdom,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
Uzbekistan,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
Venezuela,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
Vietnam,Y,Y,Y,Y,Y,Y*,Y,Y,N,Y,Y,Y,Y,Y
