Available-for-sale securities:,2015,2015,2014 2013,2014 2013
Available-for-sale securities:,$ (154)$,,,
Unrealized gains /losses..,一,,1 $ (8）,169
Reclassification adjustments .,(154),,7,(2) 167
Subtotal available-for-sale securities Derivatives designated as hedging instruments:,,,,
Unrealized gains on derivative instruments*,"6,147",,,
Reclassification adjustments*.,(550),,,
Subtotal derivatives designated as hedging instruments,"5,597",,,
Foreign currency translation adjustments,"(3,378)",,"(1,868)","2,789"
"Total taxes,other comprehensive income (loss).","$ 2,065",$,"(1,875) $","2,956"
