(in millions),(in millions),"As of November 27,","As of November 27,"
,,"November 28, 2015 2014","November 28, 2015 2014"
Cash and cash equivalents.. $,Cash and cash equivalents.. $,876.6 $,"1,117.4"
Short-term investments .,Short-term investments .,"$ 3,111.5","$ 2,622.1"
Working capital. $,Working capital. $,"2,608.3","$ 2,107.9"
Stockholders' equity. $,Stockholders' equity. $,"7,001.6 $","6,775.9"
A summary of our cash flows is as follows:,A summary of our cash flows is as follows:,A summary of our cash flows is as follows:,A summary of our cash flows is as follows:
(in millions),Fiscal 2015,Fiscal 2014,Fiscal 2013
Net cash provided by operating activities . $,"1,469.5 $","1,287.5","$ 1,151.7"
Net cash used for investing activities,"(1,488.4)",(490.7) (507.3),"(1,177.8)"
Net cash used for financing activities.. Effect of foreign currency exchange rates on cash and cash,(200.7),,(559.1)
equivalents .... Net increase (decrease) in cash and cash equivalents $,(21.2) (240.8) $,(6.7) 282.8,(5.2) $ (590.4)
