Operation & location Product,Operation & location Product,Operation & location Product,Operator,"Title, leases oroptions",Nominal production capacity,"Facilities, use &condition"
United States,United States,United States,,,,
Offshore Gulf of Mexico,Offshore Gulf of Mexico,Offshore Gulf of Mexico,Offshore Gulf of Mexico,Offshore Gulf of Mexico,Offshore Gulf of Mexico,Offshore Gulf of Mexico
Neptune (Green Canyon 613),Neptune (Green Canyon 613),Neptune (Green Canyon 613),Neptune (Green Canyon 613),Neptune (Green Canyon 613),Neptune (Green Canyon 613),Neptune (Green Canyon 613)
Offshore deepwater Gulf of Mexico (1.300 m),Oil and gas,BHP 0% EnVen Energy 65% W&T Offshore 20% 31 Offshore 15%,EnVen Energy,Lease from US Government as long as oil and gas produced in paying quantities,50 Mbbl/d oil 50 MMcf/d gas,"Stand-alone tension leg platform (TLP) On 20 May 2021, BHP finalised a purchase and sale agreement with EnVen Energy"
Shenzi(Green Canyon 653),,,,,,"Ventures,LLC todivest our interest in and operation of Neptune"
Offshore,Offshore,Offshore,Offshore,Offshore,Offshore,Offshore
deepwater Gulf of Mexico （1310m),Oil and gas,BHP 72% Repsol 28%,BHP,Lease from US Government as long as oil and gas produced in paying quantities,100 Mbbl/d oil 50 MMcf/d gas,"Stand-alone TLP Genghis Khan field (part of same geological structure) tied back to Marco Polo TLP On 6 November 2020,BHPfinaliseda membership interest purchase and sale agreement with Hess Corporation toacquire an additional 28%"
Atlantis (Green Canyon 743) Offshore Oil and gas BHP 44% BP Lease from US deepwater,Atlantis (Green Canyon 743) Offshore Oil and gas BHP 44% BP Lease from US deepwater,Atlantis (Green Canyon 743) Offshore Oil and gas BHP 44% BP Lease from US deepwater,Atlantis (Green Canyon 743) Offshore Oil and gas BHP 44% BP Lease from US deepwater,Atlantis (Green Canyon 743) Offshore Oil and gas BHP 44% BP Lease from US deepwater,Atlantis (Green Canyon 743) Offshore Oil and gas BHP 44% BP Lease from US deepwater,Atlantis (Green Canyon 743) Offshore Oil and gas BHP 44% BP Lease from US deepwater
"Gulf of Mexico (2,155m)",,BP56%,,Government as long as oil and gas produced in paying quantities,200 Mbbl/d oil 180 MMcf/d gas,Moored semi- submersible platform
