2021,Associates,Associates,Associates,Joint ventures,Joint ventures,
2021,Antamina,Cerrejón,Individually immaterial(t),Samarco(2),Individually immaterial,
US$M,,一,,509(3),,Total
Current assets Non-current assets,"1,499 4,885",,,"4,380",,
Current liabilties,"(1,285)",,,"(9,222)(4)",,
Non-current liabilities,,,,"(7,627)",,
Net assets/liabilities)-100%,"(1,062) 4,037",,,"(11,960)",,
Net assets/liabilities)- Groupshare,"1,362",,,"(5,980)",,
Adjustments to net assets related to accounting policy adjustments,一,,,280,,
Investment in Samarco,,,,516),,
Impairmentofthecarrying valueofthe investmentin Samarco,,,,"(1,041)",,
Additional share of Samarco losses,,,,"4,442(8)",,
Unrecognised losses,一,一,,"1,783（",,
Carrying amount of investments accounted forusing the equity method,"1,362",-,380,-,,
Revenue -100%,"4,822",844,,814,-,"1,742"
Profit/(loss)from Continuing operations-100%,"1,847",(43),,"(2,202)(10)",,
Share of profit/(loss) of equity accounted investments,623,(14),,"(1,076)(m)",,
Impairment of the carrying value of the investment in Cerejon,1,(466),,-,,
Impairment of the carrying valueof the investment in Samarco,,-,,(111)0),,
Additional share of Samarco losses,,-,,85,,
Fair value change on forward exchange derivatives,,,,136,,
Unrecognised losses,,一,,(24)(9),,
"Profit/(loss) from equity accounted investments,",,,,,,
related impairments and expenses Comprehensive income- 100%,623,(480) (43),(74),(990),,(921)
Share of comprehensive income/(loss)- Group share,"1,847",,,"(2,202)",,
in equity accounted investments,623,(480),(74),(990),,(921)
Dividends received from equity accounted investments,714,13,10,-,,737
