Year ended 30 June,2021,2020
Year ended 30 June,US$M,US$M
Net operating cash flows from Continuing operations,"27,234","15,706 17.397"
Net operating cash flows from Discontinued operations,-,1 474
Net operating cash flows,"27,234","15,706 17.871"
Net investing cash flows from Continuing operations,"(7,845)",(7.616) (7.377)
Net investing cash flows from Discontinued operations,-,1 (443)
"Proceeds from divestment of Onshore US, net of its cash",-,"1 10,427"
Net investing cash flows,"(7,845)","(7,616) 2,607"
Net financing cash flows from Continuing operations,"(17,922)","（9,752) (20.515)"
Net financing cash flows from Discontinued operations,-,1 (13)
Net financing cash flows,"(17,922)","(9,752) (20,528)"
Net increase/(decrease) in cash and cash equivalents,"1,467","(1.662) (10,477)"
Net increase/(decrease) in cash and cash equivalents from Continuing operations,"1,467","(1,662) (10,495)"
Net increase/(decrease) in cash and cash equivalents from Discontinued operations,Net increase/(decrease) in cash and cash equivalents from Discontinued operations - 1 18,Net increase/(decrease) in cash and cash equivalents from Discontinued operations - 1 18
