As at 30 June 2021,,,,,,,Probable Reserves,,,
,,,Proved Reserves,Proved Reserves,Proved Reserves,,,,,
Gemmoda,Oretype,Mt,%TCu,%SCu ppmMo,,Mt,%TCu,%SCu,ppmMo,
Copper operations,,,,,,,,,,
Escondida(10),Oxide,76,0.62,,,123,0.53,,,
,Sulphide,"3,450",0.68,1,1,"1,700",0.57,,,
,Sulphide Leach,1.330,0.42,1,二,286,0.39,,,
Cero Colorado(9)1m),Oxide,6.6,0.46,0.32,1,0.4,0.42,0.28,,
,Supergene Sulphide,6.1,0.54,0.12,,0.7,0.48,0.10,,
Spence(9112),Transitional Sulphide,10,0.50,-,1,0.6,0.46,,,
,Oxide,26,0.67,0.41,1,0.3,0.57,0.39,1,
,Oxide Low Solubility,-,1,1,1,,- 78,,,
,Supergene Sulphide,104,0.59,0.10,-,,0.41,0.09,-,
,Transitional Sulphide,20,0.64,-,100,0.5,0.49 0.45,,60,
,Hypogene Sulphide,636,0.46,1,180,,725,,130,
Copper uranium goldoperation Olympic Dam(3,,Mt,%Cu,kg/tU208,g/tAu,g/tAg 5,Mt %Cu 174,kg/tU2O8,g/tAu,g/tAg
,UG Sulphide,239 1,2.09,0.61,0.73,,1.97 0.83,0.60 0.27,0.66,4
Copper zinc operation,Low-grade,Mt,1,1,1,1 ppmMo,31 Mt,,0.34,2
Antamina(14),Sulphide Cu only,128,%Cu 0.93,%Zn 0.14,g/tAg 7,360,%Cu 0.99,%Zn 0.16,g/tAg,ppmMo 340
,,59,,2.02,12,,0.84,2.13,8 13,
,Sulphide Cu-Zn,,0.85,,,70,,,,70
