As at 30 June 2020,As at 30 June 2020,As at 30 June 2020,As at 30 June 2020,
Total Reserves,Total Reserves,Total Reserves,Total Reserves,Reserve life (years)
Mt,%TCu,%SCu,ppmMo,Reserve life (years)
,,,,Reserve life (years)
206,0.58,二,二,58
5.210,0.66,1,1,
"1,660",0.42,1,1,
35,0.58,0.42,1,3.4
18,0.58,0.17,1,
14,0.51,0.10,1,
31,0.61,0.42,1,36
10,0.67,0.30,=,
107,0.61,0.10,1,
23,0.66,0.05,95,
"1,310",0.46,0.02,150,
Mt,%Cu,kg/tU2O8,g/tAu,g/tAg
448,1.88,0.57,0.69,4 43
25,0.86,0.29,0.34,2
Mt,%Cu,,,ppmMo
245,0.94,%Zn,g/tAg,7.7
,,0.13,7,340
163,0.85,2.14,13,80
