Abbreviation,Item,Abbreviation,Item
AGM,Annual General Meeting,KMP,Key Management Personnel
CDP,Cash and Deferred Plan,KPI,Key Performance Indicator
CEO,Chief Executive Officer,LTIP,Long-Term Incentive Plan
DEP,Dividend EquivalentPayment,MAP,Management Award Plan
DLC,Dual Listed Company,MSR,Minimum Shareholding Requirement
ELT,Executive Leadership Team,ROCE,Return on Capital Employed
GHG,Greenhouse Gas,STIP,Short-Term Incentive Plan
HSEC,"Health,Safety, Environmentand Community",TSR,Total Shareholder Return
IFRS,International Financial Reporting Standards,International Financial Reporting Standards,International Financial Reporting Standards
