Total Reserves Mt,Total Reserves %TCu,Total Reserves %SCu,Total Reserves ppmMo,Reserve life (years),BHP interest %
199,0.56,,-,-,"58,57.5"
5,150,0.64,,-,"-,"
1,620,0.41,,-,"-,"
7.0,0.46,0.32,-,2.3,100
6.8,0.53,0.12,-,,
11,0.50,,-,-,
26,0.67,0.41,-,38,100
112,0.58,0.10,-,,
20,0.64,,-,100,
1,360,0.45,,-,"150,"
Total Reserves Mt,Total Reserves %Cu,Total Reserves kg/tU₃O₈,Total Reserves g/tAu,Total Reserves g/tAg,"Reserve life (years),BHP interest %"
413,2.04,0.61,0.70,5,"40,100"
31,0.83,0.27,0.34,2,
Total Reserves Mt,Total Reserves %Cu,Total Reserves %Zn,Total Reserves g/tAg,Total Reserves ppmMo,"Reserve life (years),BHP interest %"
222,0.95,0.15,7,350,"6.7,33.75"
135,0.84,2.08,13,70,
