Yearended 30 June 2021,Group and unallocated,Group and unallocated,Group and unallocated,Group and unallocated,Group and unallocated,Total Group
Yearended 30 June 2021,Petroleum,Copper,Iron Ore,Coal,items/ eliminations(4),Total Group
US$M Revenue - Group production,"3,935","13,482","34,457","5,154","1,493","58,521"
Revenue-Third-party products,11,"2,244",18,-,23,"2,296"
Revenue,"3,946","15,726","34,475","5,154","1,516","60,817"
Underlying EBITDA - Group production(1),"2,299","8,425","26,277",288,24,"37,313"
Underlying EBITDA - Third-party products(),1,64,1,-,-,66
Underlying EBITDA,"2,300","8,489","26,278",288,24,"37,379"
Segment contribution to the Group's Underlying EBITDA(2),6%,23%,70%,1%,,100%
Underlying EBITDA margin(3),58%,62%,76%,6%,,64%
