,2021,2021,2021,2020,2020,2020
,Goodwill,Other intangibles,Total,GoodwiIl,Other intangibles,Total
Net book value,US$M,US$M,US$M,US$M,US$M,US$M
,"1,197",377,1.574,,428,675
Atthe beginning of thefinancialyear,,,,247,,
Impact of change in accounting policies(,-,-,-,950,-,950
Atthebeginingof thefinancialyear(restated),"1,197",377,1.574,1.197,428,"1,625"
Additions,-,23,23,1,98,98
Amortisation for the year,一,(93),(93),,（118）,(118)
Impairments for the year(2),,(52),(52),,-,三
Transfers and other movements,,(15),(15),,(31),(31)
Atthe endofthe financial year,"1,197",240,"1,437","1,197",377,1.574
- Cost,"1,197","1,506","2,703",1.197,1.580,2.777
-Accumulated amortisationand impairments,-,"(1,266)","(1,266)",1,"(1,203)",(1.203)
