Total Reserves,Total Reserves,Total Reserves,Total Reserves,Total Reserves,Reserve life (years),BHP interest
,Mt,%TCu,%SCu,ppmMo,Reserve life (years),BHP interest
,,,,,,1%
,199,0.56,,,58,57.5
,"5,150",0.64,1,1,,
,"1,620",0.41,1,二,,
,7.0,0.46,0.32,二,2.3,100
,6.8,0.53,0.12,1,,
,11,0.50,-,1,,
,26,0.67,0.41,1,38,100
,1,1,1,1,,
,112,0.58,0.10,1,,
,20,0.64,1,100,,
,"1,360",0.45,1,150,,
,Mt,%Cu,kg/tU2O8,g/tAu,g/tAg,
,413,2.04,0.61,0.70,5,40 100
,31,0.83,0.27,0.34,2,
,Mt,%Cu,%Zn,g/tAg,ppmMo,
,222,0.95,0.15,7,350,6.7 33.75
,135,0.84,2.08,13,70,
