United States of America,,,Philippines,
"Suite B, 1675 South State Street, Dover, DE, 19901, United States of America",,,"Arthaland Century Pacific Tower, 27th Floor - 5th Ave. cor. 30th Street and 4th Ave. cor. 30th Street, Bonifacio Global City, Taguig, Philippines",
BHP Billiton Bolivia de Petróleo Inc.,,,BHP Shared Services Philippines Inc. (99.99%),
BHP Billiton Marketing Inc.,,,"Pearlbank Centre, 20th Floor - 146 Valero Street, Salcedo Village, Makati City, 1227, Philippines",BHP Billiton (Philippines) Inc. (99.99%)
BHP Billiton Petroleum (Americas) Inc.,,,"Pearlbank Centre, 20th Floor - 146 Valero Street, Salcedo Village, Makati City, 1227, Philippines",QNI Philippines Inc. (99.99%)
BHP Billiton Petroleum (Deepwater) Inc.,,,"Pearlbank Centre, 20th Floor - 146 Valero Street, Salcedo Village, Makati City, 1227, Philippines",
BHP Billiton Petroleum (GOM) Inc.,,,"Pearlbank Centre, 20th Floor - 146 Valero Street, Salcedo Village, Makati City, 1227, Philippines",
BHP Billiton Petroleum Holdings (USA) Inc.,,,BHP Biliton (Philippines) Inc. (99.99%),Joint operations (c)
BHP Billiton Petroleum Holdings LLC,,,Country of incorporation,Algeria
BHP Capital Inc.,,,Registered office address,"125 St Georges Terrace, Perth, WA 6000, Australia"
BHP Chile Inc.,,,Company Name,
BHP Copper Inc.,,,ROD Integrated Development (29.50%) (p),
BHP Copper Inc.,,,Australia,
BHP Escondida Inc.,,,"125 St Georges Terrace, Perth, WA 6000, Australia",Company Name
BHP Finance (International) Inc.,,,Minerva (90%),
BHP Foreign Holdings Inc.,,,Australia,
BHP Holdings (International) Inc.,,,"125 St Georges Terrace, Perth, WA 6000, Australia",Bass Strait (50%) (p)
BHP Holdings (Resources) Inc.,,,Macedon (71.43%) (p),
BHP Holdings (USA) Inc.,,,Minerva (90%),North West Shelf Gas Pty Limited (16.67%)
BHP Holdings International (Investments) Inc.,,,North West Shelf Lifting Coordinator Pty Ltd (16.67%) (h),
BHP International Finance Corp,,,North West Shelf Shipping Service Company Pty Ltd (16.67%),
BHP Mineral Resources Inc,,,BM Alliance Coal Marketing Pty Limited (50%),
BHP Minerals Exploration Inc.,,,BM Alliance Coal Operations Pty Limited (50%),
BHP Minerals International Exploration Inc.,,,Central Queensland Coal Associates (50%),
BHP Minerals International LLC,,,Gregory (50%) (p),
BHP Minerals Service Company,,,South Blackwater Coal Pty Limited (50%),
BHP New Mexico Coal Inc.,,,Yandi (85%) (),
BHP Peru Holdings Inc.,,,North West Shelf Gas Pty Limited (16.67%),
BHP Petroleum (Arkansas Holdings) LLC,,,BM Alliance Coal Marketing Pty Limited (50%),
BHP Petroleum (Foreign Exploration Holdings) LLC,,,BM Alliance Coal Operations Pty Limited (50%),
BHP Petroleum (Mexico Holdings) LLC,,,Central Queensland Coal Associates (50%),
BHP Petroleum (North America) LLC,,,Gregory (50%) (p),
BHP Resolution Holdings LLC,,,South Blackwater Coal Pty Limited (50%),
BHP Resources Inc.,,,Yandi (85%) (),
Broken Hill Proprietary (USA) Inc.,,,North West Shelf Gas Pty Limited (16.67%),
Hamilton Brothers Petroleum Corporation,,,BM Alliance Coal Marketing Pty Limited (50%),
Hamilton Oil Company Inc.,,,BM Alliance Coal Operations Pty Limited (50%),
Rio Algom Mining LLC,,,Central Queensland Coal Associates (50%),
WMC (Argentina) Inc.,,,Gregory (50%) (p),
WMC Corporate Services Inc.,,,South Blackwater Coal Pty Limited (50%),
Subsidiaries where effective interest is less than 100 per cent (b),,,Yandi (85%) (),
Country of incorporation,Australia,Canada,"Japan, Liberia, Mexico",
Registered office address,"125 St Georges Terrace, Perth, WA 6000, Australia","Suite 1500, 1874 Scarth Street, Regina, SK, S4P 4E9, Canada","1-8-3 Marunouchi, Chiyoda-ku, Tokyo, Japan, 80 Broad Street, Monrovia, Liberia, Av. Ejercito Nacional #769, Torre B, Piso 3, Colonia Granada, Delegación Miguel Hidalgo, Ciudad de México, 11520, Mexico",
Company Name,BHP Iron Ore (Jimblebar) Pty Ltd (85%) (g)(h)(a),BHP SaskPower Carbon Capture and Storage (CCS) Knowledge Centre Inc. (50%) (i),"BMA Japan KK (50%), Blue Ocean Bulk Shipping Limited (50%), Trion (60%) (j), Australia",
Registered office address,"Level 14, 480 Queen Street, Brisbane, QLD 4000, Australia","Level 14, 480 Queen Street, Brisbane, QLD 4000, Australia","Level 14, 480 Queen Street, Brisbane, QLD 4000, Australia",
BHP Mitsui Coal Pty Ltd (80%) (i),BHP Mitsui Coal Pty Ltd (80%) (i),BHP Mitsui Coal Pty Ltd (80%) (i),Australia,
Red Mountain Infrastructure Pty Ltd (80%),,,,
Country of incorporation,Australia,Brazil,"Chile, Brazil, Chile, Brazil",
Registered office address,"Rua Paraíba, 1122, 5° andar, Belo Horizonte, MG, 30130-918, Brazil","Cerro El Plomo 6000, Piso 15, Las Condes, Santiago, Chile","Cerro El Plomo 6000, Piso 15, Las Condes, Santiago, Chile",
Company Name,Consórcio Santos Luz de Imóveis Ltda (90%),Kelti S.A. (57.5%),,
Minera Escondida Ltda (57.5%) (j),Minera Escondida Ltda (57.5%) (j),,,
