Queensland Coal unit costs NSWEC unit costsUS$M FY2021 FY2020 FY2021 FY2020,Queensland Coal unit costs NSWEC unit costsUS$M FY2021 FY2020 FY2021 FY2020,Queensland Coal unit costs NSWEC unit costsUS$M FY2021 FY2020 FY2021 FY2020,Queensland Coal unit costs NSWEC unit costsUS$M FY2021 FY2020 FY2021 FY2020,Queensland Coal unit costs NSWEC unit costsUS$M FY2021 FY2020 FY2021 FY2020,,,,
Queensland Coal unit costs NSWEC unit costsUS$M FY2021 FY2020 FY2021 FY2020,Queensland Coal unit costs NSWEC unit costsUS$M FY2021 FY2020 FY2021 FY2020,Queensland Coal unit costs NSWEC unit costsUS$M FY2021 FY2020 FY2021 FY2020,Queensland Coal unit costs NSWEC unit costsUS$M FY2021 FY2020 FY2021 FY2020,Queensland Coal unit costs NSWEC unit costsUS$M FY2021 FY2020 FY2021 FY2020,FY2021,FY2020,FY2021,FY2020
Revenue,"4,315","5,357",839,886,,,,
Underlying EBITDA,593,1.935,(169),（79）,,,,
Gross costs,"3,722","3,422","1,008",965,,,,
Less: freight,69,147,-,二,,,,
Less: royalties,330,498,66,68,,,,
Net costs,"3,323","2,777",942,897,,,,
"Sales (kt,equity share)","40,619","41,086","14,626","15,868",,,,
Cost per tonne(Us$!)()(2),81.81,67.59,64.41,56.53,,,,
