"Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture","Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture","Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture","Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture","Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture","Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture","Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture","Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture","Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture","Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture","Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture","Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture","Mine typeTitle, leases &mineralisation Facilities, useMine&locationMeans of access Ownership Operator oroptions History style Power source &conditionWAIOMt Newman joint venture",,,,,,,,,,
"Pilbara region, Private road",BHP85% BHP,BHP85% BHP,Mineral lease Production,Mineral lease Production,Mineral lease Production,Open-cut,Open-cut,Open-cut,Open-cut,Power for all,Power for all,Newman,,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",Mitsui-ITOCHU,Mitsui-ITOCHU,Mitsui-ITOCHU,granted and,granted and,granted and,granted and,began at Mt,began at Mt,Bedded ore,,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",held under the,held under the,Whaleback in,types classified,types classified,types classified,types classified,in the Central,in the Central,"crusher,ore",,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,1969,1969,1969,1969,as per host,and Eastern,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,Iron Ore (Mount1969 as per hostNewman) Production fromArchaean or,"Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,","Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,","Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,","Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,","Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,","Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,"
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",supplied by,supplied by,beneficiation,,,,,,,,,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","BHP's naturalgasfired Yarnima blending facility,power station","BHP's naturalgasfired Yarnima blending facility,power station","plant, stockyardgasfired Yarnima blending facility,single cellrotary",,,,,,,,,,,,,,,,,
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","BHP's naturalgasfired Yarnima blending facility,power station","BHP's naturalgasfired Yarnima blending facility,power station","plant, stockyardgasfired Yarnima blending facility,single cellrotary",Brockman and,Brockman and,Brockman and,Brockman and,"Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,","Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,","Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,","Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,","Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,","Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,"
"Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%","Western AustraliaOre transportedMitsui-ITOCHUMt Whaleback by Mt Newman Iron 10%Orebodies 24, jV-owned rail ITOCHU Minerals25,29,30,31, to Port Hedlandand Energy of32 and 35 (427 km) Australia 5%",renewals of 21,renewals of 21,Mt Whaleback,Marra Mamba;,Marra Mamba;,Marra Mamba;,Marra Mamba;,"Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from","Newman) Production fromArchaean orAgreement Act Orebodies 24,25, Proterozoic1964 expires in 29,30,31,32 andiron formation,2030 with right 35complementswhichareto successive Brockman andproduction from",Power,Power,"car dumper, train",,,
