,Weighted average fair value of awards granted during,,,,,
,Weighted average fair value of awards granted during,Risk-free interestrate,Estimated life of awards,Share price at grant date,Estimated volatility of,
2021 BHP Group Limited,the yearUs$,,,,share price,Dividend yield
CDP awards,25.28,,n/a 2and 5years,A$35.90,n/a,n/a
STIP awards,25.28,n/a,2 years,A$35.90,n/a,n/a
LTIP awardsm,14.68,0.25%,,5 years A$35.90/A$33.81/A$38.56 A$38.36/A$36.91/A$35.90/,28.0%,n/a
MAP awards(2),22.88,n/a,1-5 years,A$45.88,n/a,4.90%
MAP awards(2),28.35,n/a,2years,A$38.56,n/a,n/a
Transitional and Commencement KMP awards,24.96,0.21%,3years,A$30.19,n/a,5.59%
Shareplus,,,,,,
BHP Group Plc MAP awards,18.66,n/a,3 years,£17.13,n/a,5.70%
Shareplus,15.32,0.12%,3 years,£12.11,n/a,6.40%
