Employees,Environmental matters,Social matters and human rights,Anti-corruption and anti-bribery matters,Other
people and culture,climate change,indigenous peoples,ethics and business conduct,critical incident risk management
workforce safety,portfolio resilience to climate change,human rights,,compliance with laws and regulation
,environment,community livelihoods and social investment,,sustainability governance
,land and biodiversity,,,
Policies and standards available online,Our Code of Conduct,Our Requirements for Environment and Climate Change standard,Our Requirements for Community,Our Code of Conduct
,Our Requirements for Safety standard,Water Stewardship Position Statement,Human Rights Policy Statement,Our Requirements for Supply (Minimum requirements for suppliers) standard
,Our Requirements for Health standard,Climate Change Position Statement,Indigenous Peoples Policy Statement,
,,,,Our Charter
,,,,Sustainability Committee Terms of Reference
,,,,Tailings Storage Facility Policy Statement
Principal risks that have key links to the matters mentioned above,Operational events,Significant social or environmental impacts,Significant social or environmental impacts,Ethical misconduct
,inadequate business resilience,low-carbon transition,inadequate business resilience,
,,,,operational events
,,,,ethical misconduct
Non-financial key performance indicators,People performance data,Environment performance,Society performance data,"Ethics and business conduct, Our sustainability performance: Non-financial KPIs"
,health and safety performance data,climate change performance data,,", refer to section 1.13.3"
,,water performance data,,", refer to section 1.13.3"
,,,,", refer to section 4.8.1"
,,,,", refer to section 4.8.2"
,,,,", refer to section 4.8.3"
,,,,", refer to section 1.13.6"
,,,,", refer to section 4.8.4"
,,,,", refer to section 4.8.5"
,,,,", refer to section 4.8.6"
