,Scoring Level,Scoring Level,Scoring Level,Scoring Level,Scoring Level,Availability,
,Metric,Features,Learned? Seg,Sys,Citation/Participant,Availability,
,SENTBLEU,n-grams,,,,(mosesdecoder） mert/sentence-bleu,
,BLEU,n-grams,,,Papineni et al. (2002),(mosesdecoder) scripts/generic/mteval-v13a.pl,
,NIST,n-grams,,,Doddington (2002),(mosesdecoder) scripts/generic/mteval-v13a.pl,
,WER,Levenshtein distance,,,Leusch et al. (2006),,
,TER,,,,Snover et al. (2006),(mosesdecoder） mert/evaluator,
,,"edit distance,edit types",,,,(mosesdecoder） mert/evaluator,
,PER,"edit distance,edit types",,,Leusch et al. (2003),(mosesdecoder） mert/evaluator,
,CDER CHRF,"edit distance, edit types",,,Leusch et al. (2006),(mosesdecoder） mert/evaluator,
,CHRF+,character n-grams character n-grams,,,Popovic (2015) Popovic (2017),,http://github.com/m-popovic/chrF
,SACREBLEU-BLEU SACREBLEU-CHRF,n-grams,,,①,Post (2018a),http://github.com/m-popovic/chrF http://github.com/mjpost/sacreBLEU
,,n-grams,,,,Post (2018a),http://github.com/mjpost/sacreBLEU
,BEER BERTR,"char. n-grams,permutation trees",,,①,"Univ.of Amsterdam, ILCC (Stanojevic and Sima'an,2015)",
,CHARACTER,contextual word embeddings,yes,,①,"Univ.of Melbourne (Mathur et al., 2019)",http://github.com/stanojevic/beer http://github.com/nitikam/mteval-in-context
,"char. edit distance,edit types",,,①,"RWTH Aachen Univ. (Wang et al., 2016a)",http://github.com/rwth-i6/CharacTER,
,"char. edit distance,edit types",,,①,"RWTH Aachen Univ. (Stanchev et al., 2019)",,
EED ESIM,learned neural representations,,,①,"Univ. of Melbourne (Mathur et al., 2019)",http://github.com/rwth-i6/ExtendedEditDistance,
LEPORA,surface linguistic features,yes,,①,"Dublin City University, ADAPT (Han et al., 2012, 2013)",http://github.com/nitikam/mteval-in-context,
LEPORB,surface linguistic features,,,①,"Dublin City University,ADAPT (Han et al., 2012, 2013)",http://github.com/poethan/LEPOR,
METEOR++_2.0（SYNTAX),word alignments,,,①,"Peking University (Guo and Hu, 2019)",http://github.com/poethan/LEPOR,
METEOR++_2.0 (SYNTAX+COPY),word alignments,,,①,"Peking University (Guo and Hu, 2019)",,
PREP,"psuedo-references, paraphrases",,,①,"Tokyo Metropolitan Univ. (Yoshimura et al., 2019)",,
WMDO,word mover distance,,,①,"Imperial College London (Chow et al., 2019a)",http://github.com/kokeman/PReP,
YISI-0,semantic similarity,,,①,"NRC (Lo, 2019)",http://github.com/chikiulo/YiSi,
YISI-1,semantic similarity,,,①,"NRC (Lo, 2019)",http://github.com/chikiulo/YiSi,
Y1SI-1_SRL,semantic similarity,,,①,"NRC (Lo, 2019)",http://github.com/chikiulo/YiSi,
IBM1-MORPHEME,"LM log probs.,IBM1 lexicon",,,①,"Dublin City University, ADAPT (Popovic, 2012)",,
IBM1-POS4GRAM,"LM log probs.,IBM1 lexicon",,,,"Dublin City University,ADAPT (Popovic, 2012)",,
,"contextual word emb., MT log prob.",yes yes,,,Univ. of Tartu (Yankovskaya et al. 2019),,
,LP contextual word embeddings ？,,,,,,
,LASIM,,,,Univ. of Tartu (Yankovskaya et al. 2019),,
,UNI,,,,,,
,UNI+,,,,,,
,USFD,,,,Univ. of Sheffield,,
,USFD-TL,？,,,Univ. of Sheffield,？,
,YISI-2,semantic similarity,,,"NRC (Lo,2019)",,
,,semantic similarity,,,,http://github.com/chikiulo/YiSi,
YIS1-2_SRL,,,,,"NRC (Lo, 2019)",http://github.com/chikiulo/YiSi,
