Name,Last Modified,File size,Upload,Cancel
WikidataMapMakingWorkshop.ipynb,2 maanden geleden,,Upload,Cancel
node_modules,2 maanden geleden,,,Cancel
Wikibase_Universal_Bot,één maand geleden,,,Cancel
DutchPublicLibraries_OpenStreetMap .ipynb,5 dagen geleden,,,Cancel
DutchPublicLibraries_GoogleMaps_Test.ipynb,5 dagen geleden,,,Cancel
UniversalBot.ipynb,één maand geleden,,,Cancel
VariousTests.ipynb,2 maanden geleden,,,Cancel
WikidataMapMakingWorkshop.ipynb,"Running, 28 minuten geleden",,Upload,Cancel
NetherlandsPublicLibrariesHeatmap.html,3 dagen geleden,,,Cancel
nl_munis_with_public_libs.json,3 dagen geleden,,,Cancel
popupstyle.css,2 maanden geleden,,,Cancel
