,Wikidata Query Service,Wikidata Query Service,Voorbeelden,Hulp,寮 Meer hulpmiddelen,,
i,③- ③ Table,,,,,,583 resuitaten In 512 ms
i,③- ③ Table,： Image grid 国,,,,,
i,③- ③ Table,bel Toulue ·,,dplDescription,,dplLoc Point(6.2454886,dpllmag
i,③- ③ Table,F 匡,:renberg public library,"Public ibrary/ in s-Heerenberg, municipality of Montferland,The Netherlands",,51.8731333),comr
i,③- ③ Table,Scatter chart m □,le public library service point,"Public ibrary/ in the vilageof'tHarde,The Netherlands","Public ibrary/ in the vilageof'tHarde,The Netherlands",Point(5.877917 52.4172699),
Q,Area chart Bubble chart,leer public library 0,Publica,,Point(4.7496987 52.2679063),,
Q,Tree map 田 Tree 奉,public library,"/ in Aalst, The Netherlands Public library",,Point(5.1259789 51.7841643),,
Q,Timeline 兰 Dimensions s,Kerk public library,Public library,"/ in Abbekerk, municipality of Medemblik, The Netherlands",Point(5.0160659 52.7313345),,
Q,Graph 订,rveld public library,Public library Netherlands,"7 in the vilage ofAchterveld,municipality ofLeusden, The",Point(5.4973655 52.1365067),,
Q,Aduard public library wd:Q60020855,Aduard public library wd:Q60020855,Public library,"/ in Aduard, province of Groningen, The Netherlands",Point(6.4570135 53.2599615),,
,wd:Q63890044,Akersloot public library,Akersloot public library,Public library,"/ in Akersloot, The Netherlands",Point(4.7322704 52.5633782),comr (518264
,wd:Q59871315,wd:Q59871315,Alblasserdam public ibrary,"Public library in Alblasserdam, The Netherlands",,Point(4.65723 51.86473),
,Q wd:Q63890048,Q wd:Q63890048,Alkmaar De Mare public ibrary,"Public library in Alkmaar De Mare, The Netherlands",,Point(4.7588585 52.6535348),
,Q,Q,Alkmaar Oudorp public library,,"Public library in the Oudorp neighbourhood in the city of Alkmaar, The",Point(4.7657342,
