,Up to 1 year,Up to 1 year,1 to 5 years,1 to 5 years,5 to 10 years,5 to 10 years,Over 10 years,Over 10 years
,Amount $m,Yield %,Amount $m,Yield %,Amount,Yield %,Amount,Yield
Debt securities measured at fair value,,,,,$m,,$m,%
through other comprehensive income,,,,,,,,
USTreasury,"6,596",1.2,"22,945",1.6,"15,618",1.5,"4,195",2.3
US Government agencies,二,二 2.8,95,1.8 2.2,43,2.8,"12,608",1.8
US Government-sponsored agencies,"30 2,765",1.5,789,,"2,988",2.5,"4,968",1.8
UK Government Hong Kong Government,84,1.6,"5,126",0.8 1.6,"6,220",0.2,"4,910",2.3
Other governments,"51,507",1.7,"247 62,587",2.3,167,1.8,1,1
Asset-backed securities,,2.9,,,"8,184",1.6,"2,089",4.3
Corporate debt and other securities,18,,93,1.4,399,1.8,"2,199",1.2
Total amortised cost at 31 Dec 2020,"10,831",2.1,"35,615",1.4,"7,169",1.8,"2,583",3.4
Total carrying value,"71,831",,"127,497",,"40,788",,"33,552",
,"72,250",,"131,859",,"42,168",,"35,190",
Debtsecurities measured at amortised cost,,0.1,"4,618",1.6,,,,
US Treasury US Government agencies,"3,769 二",二,,3.8,"3,003",2.0,969,2.8
,110,2.5,9,2.7,13,4.5 2.2,"7,084",2.6
US Government-sponsored agencies,13,3.0,258 23,1.6,436 118,2.6,"1,112",3.3
Hong Kong Government,179,3.4,,4.1,426,3.8,12,4.8
Other governments,二,二,370 二,二,二,二,"1,011 2",4.2
Asset-backed securities,"2,064",3.3,"11,221",3.4,"15,441",3.4,"24,621",6.0
Corporate debt and other securities,,,"16,499",,"19,437",,"34,811",3.8
Total amortised cost at 31 Dec 2020 Total carrying value,"6,135 6,135",,"16,497",,"19,439",,"34,812",
