,Gross carrying amount,Gross carrying amount,Gross carrying amount,Gross carrying amount,Allowance for ECL,Allowance for ECL,Allowance for ECL,Allowance for ECL
,Stage 1,Stage 2,Stage 3,Total,Stage 1,Stage 2,Stage 3,Total
,$m,$m,$m,$m,$m,$m,$m,$m
Byportfolio,,,"3,383",,,,(442),
First lien residential mortgages of which: interest only (including offset),"336,666 29,143","12,233 3,074",351,"352,282 32,568",(125) （9),(188) (19),(88),(755) (116)
affordability (including USadjustable rate,,,,,,,,
mortgages),"13,265","2,209",606,"16,080",(11),(11),(5),(27)
Other personal lending,"93,468","12,831","2,228","108,527",(702),"(2,214)","(1,060)","(3,976)"
-other,"74,174","7,288","1,489","82,951",(305),(914),(665),"(1,884)"
：credit cards,"17,327","5,292",680,"23,299",(386),"(1,281)",(380),"(2,047)"
- second lien residential mortgages,593,100,51,744,(3),(9),(10),(22)
- motor vehicle finance,"1,374",151,8,"1,533",(8),(10),(5),(23)
At31Dec 2020,"430,134","25,064","5,611","460,809",(827),"(2,402)","(1,502)","(4,731)"
By geography,,,,,,,,
Europe,"200,120","11,032","2,511","213,663",(247),"(1,271)",(826),"(2,344)"
-of which:UK,"163,338","9,476","1,721","174,535",(223),"(1,230)",(545),"(1,998)"
Asia,"178,175","7,969","1,169","187,313",(234),(446),(241),(921)
- of which:Hong Kong,"118,252","5,133",206,"123,591",(102),(237),(48),(387)
MENA,"4,879",403,251,"5,533",(54),(112),(152),(318)
North America,"40,387","4,613","1,378","46,378",(93),(200),(132),(425)
Latin America,"6,573","1,047",302,"7,922",(199),(373),(151),(723)
At 31 Dec 2020,"430,134","25,064","5,611","460,809",(827),"(2,402)","(1,502)","(4,731)"
