,At31December2019,At31December2019,At31December2019,At31December2019,At31December2019
,,LCR,HQLA,Net outflows,NSFR
,Footnotes,%,$m,$m,%
HSBC UK Bank plc (ring-fenced bank),1,165,75,45,150
HSBC Bank plc (non-ring-fenced bank),2,142,103,72,106
The Hongkong and Shanghai Banking Corporation- Hong Kong branch,3,163,109,67,128
The Hongkong and Shanghai Banking Corporation-Singapore branch,3,147,14,10,120
Hang Seng Bank,,185,42,23,148
HSBC Bank China,,180,21,11,151
HSBC Bank USA,,125,73,59,122
HSBC Continental Europe,4,152,44,29,117
HSBC Middle East- UAE branch,,202,11,5,159
HSBC Canada HSBC Mexico,4,124 208,18 9,14 4,124 136
