Third-party assets in Markets Treasury2020 2019$m $m,Third-party assets in Markets Treasury2020 2019$m $m,Third-party assets in Markets Treasury2020 2019$m $m,,
Third-party assets in Markets Treasury2020 2019$m $m,Third-party assets in Markets Treasury2020 2019$m $m,Third-party assets in Markets Treasury2020 2019$m $m,2020$m,2019$m
Cash and balances at central banks,"263,656","129,114",,
Tradingassets,392,268,,
Loans and advances:,,,,
-to banks,"34,555","24,466",,
-to customers,"1,167",310,,
Reverse repurchase agreements,"61,693","29,868",,
Financial investments,"391,017","351,842",,
Other,"8,724 7,655","8,724 7,655",,
At 31Dec,"761,204 543,523","761,204 543,523",,
