Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,,,,
Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,2020,2020,2019,2019
Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Global Banking and Markets fair value adjustments2020 2019Corporate Corporate GBM Centre GBM Centre $m $m $m $m,Corporate GBM Centre $m $m,Corporate GBM Centre $m $m,CorporateGBM Centre$m $m,CorporateGBM Centre$m $m
Type of adjustment,,,,,,,,
Risk-related,"1,170",28,"1,118",47,,,,
-bid-offer,514,11,506115,11,,,,
-uncertainty,106,11,506115,11,,,,
- credit valuation adjustment,445,27,355(126),38,,,,
debt valuation adjustment,(120),,355(126),,,,,
-funding fair valueadjustment,204,,241,7,,,,
-other,21,,27,7,,,,
Model-related,74,一,71,3,,,,
-model limitation,704,,683,3一,,,,
-other,704,,683,3一,,,,
Inception profit (Day1P&Lreserves),104 1,104 1,72,1,,,,
At 31 Dec,"1,48 28","1,48 28","1,261 50","1,261 50",,,,
