,Reflected in profit or loss,2020,2020,Reflected in OCl,Reflected in OCl,2019 Reflected in profit or loss,2019 Reflected in profit or loss,Reflected in OCl,Reflected in OCl,
,Reflected in profit or loss,,Un-,,Un-,,Un-,,,
,Favourable,favourable,,Favourable,favourable,Favourable,favourable,Favourable,Un- favourable,
,,changes,changes,changes,changes,changes,changes,changes,changes,
,"Derivatives,trading assets and",Footnotes,$m,$m,$m,$m,$m,$m,$m,$m
,"Derivatives,trading assets and",,,,,,,,,
1,"Derivatives,trading assets and",229,(244),1,1,255,(230),,,
trading liabilities,,,,,,,,,,
Financial assetsand liabilities,,,,,,,,,,
designated and otherwise mandatorily measured at fair value,,,,,,,,,,
through profit or loss,,644,(643),1,1,618,(503),1,1,
Financial investments,,35,(35),110,(110),48,（53),81,(81),
At 31 Dec,,908,(922),110,(110),921,（786),81,(81),
