,Fair value,Fair value,,,2020,2020,2019,2019
,Valuation,Valuation,inputs,Key unobservable,Full range,Full range,Full range,Full range
,Assets Liabilities techniques $m $m,Assets Liabilities techniques $m $m,inputs,Key unobservable,of inputs,of inputs,of inputs,of inputs
,Assets Liabilities techniques $m $m,Assets Liabilities techniques $m $m,,Lower,Higher,Lower,Higher,
Private equity including strategic investments,"11,905",4 See below,,See below,,,,
Asset-backed securities,"1,834",1,,,,,,
Asset-backed securities,"1,834",1,Market proxy,Prepayment rate,0%,9%,0%,9%
- collateralised loan/debt obligation,59,一,Market proxy,Bid quotes,0,100,0,100
-other ABSs Loans held for securitisation,"1,775 二",1 1,Market proxy,Bid quotes,0,101,0,101
Structured notes,二,"5,330",,,,,,
- equity-linked notes,一,"4,069",Model-Optionmodel,Equity volatility,,6% 115%,5%,90%
,一,"4,069",,Model-Option model,Equity correlation,(4)% 88%,9%,93%
-FX-linked notes,一,"4,069",608,Model-Option model,FX volatility,0%,36% 1%,23%
-other,一,"4,069",653,,,,,
Derivatives with monolines,68,"1 4,187",Model- Discounted cash flow,Credit spread,2%,2%,0%,2%
Other derivatives,"2,602","2,602",,,,,,
-interest rate derivatives,"1,300","1,414",,,,,,
securitisation swaps,285,707,Model-Discounted cash flow,Prepayment rate,6%,6%,6%,7%
long-dated swaptions,529,370,Model-Optionmodel,IR volatility,6%,28%,8%,22%
other -FXderivatives,486,337,,,,,,
FX options,468,466,,,,,,
other,152,194,Model- Option model,FX volatility,0%,43%,1%,25%
- equity derivatives,316,272,,,,,,
,754,"2,244",,,,,,
long-dated single stock options,583,"1,091",Model - Option model,Equity volatility,0%,120%,0%,89%
other,171,"1,153",,,,,,
-credit derivatives,80,63,,,,,,
other,80,63 135,,,,,,
Other portfolios,"3,891",,,,,,,
- structured certificates,一 872,,1,Model- Discounted cash flow,Credit volatility,二,二,4% 4%
- repurchase agreements -other1,"3,019",,128 7,Model- Discounted cash flow IR curve,,0%,5%,1% 8%
At 31Dec 2020,"20,300",,"9,656",,,,,
