IFRS 9 ECL sensitivity to future economic conditions,IFRS 9 ECL sensitivity to future economic conditions,IFRS 9 ECL sensitivity to future economic conditions,IFRS 9 ECL sensitivity to future economic conditions,IFRS 9 ECL sensitivity to future economic conditions,IFRS 9 ECL sensitivity to future economic conditions,IFRS 9 ECL sensitivity to future economic conditions
ECL of loans and advances to,Gross carrying amount²,Reported ECL,Central scenario ECL,Upside scenario ECL,Downside scenario ECL,Additional Downside scenario ECL
customers at31 December 20201,$m,$m,$m,$m,$m,$m
UK,"430,555","2,077","1,514","1,026","2,271","3,869"
us,"201,263",369,314,219,472,723
Hong Kong,"452,983",474,388,211,672,"1,363"
Mainland China,"118,163",116,93,28,252,"1,158"
Canada,"85,720",183,140,82,253,528
Mexico,"25,920",246,222,177,285,437
UAE,"44,777",250,241,190,330 131,536
France,"164,899",117,109,97,,238
