,Consists of1,Consists of1,Consists of1,Consists of1,Consists of1
,Total WPB,Banking operations,Insurance manufacturing,Global Private Banking,Asset management
Footnotes,$m,$m,$m,$m,$m
2020,,,,,
Net operating income before change in expected credit losses and other credit impairment charges 2,"22,013","17,346","1,874","1,745","1,048"
-net interest income,"15,090","12,181","2,241",670,(2)
- net fee income/(expense),"5,408","4,094",(518),828,
-other income,"1,515","1,071",151,247,"1,004"
ECL,,"(2,707)",(80),(67),46
,"(2,855)","14,639","1,794","1,678",(1)
Net operating income,"19,158",,(479),,"1,047"
Total operating expenses,"(15,024)","(12,422)","1,315","(1,390) 288",(733)
Operatingprofit,"4,134","2,217",1,二,314
Share of profit in associates and joint ventures Profitbefore tax,"6 4,140","5 2,222","1,316",288,二 314
