HSBC reported profit/(loss) before tax and balance sheet data 2020,HSBC reported profit/(loss) before tax and balance sheet data 2020,HSBC reported profit/(loss) before tax and balance sheet data 2020,HSBC reported profit/(loss) before tax and balance sheet data 2020,HSBC reported profit/(loss) before tax and balance sheet data 2020,HSBC reported profit/(loss) before tax and balance sheet data 2020,HSBC reported profit/(loss) before tax and balance sheet data 2020,HSBC reported profit/(loss) before tax and balance sheet data 2020
,Europe Asia,MENA,,North America,Latin America,Intra-HSBC Total,
Footnotes Net interest income,"$m 5,695","$m 14,318","$m 1,465","$m 2,836","$m 1,960","$m 1,304",
Net fee income,"3,499","5,418",695,"1,795",467,"27,578 二 11,874",
Net income from financial instruments held for trading or managed on a fair value basis,"3,266","4,273",402,997,593 51,"9,582",
"Net income from assets and liabilities of insurance businesses,includingrelatedderivatives,measured at fair value through profit and loss",327,"1,699",1,55 1,1,"2,081",
Changes in fair value of other financial instruments mandatorily measured at fair value through profit or,,,3,,"(1,354)",455,
loss Other income/(expense) 1 Net operating income before change in,"1,747 3,885","17 1,197",63,2 745,"40 (95) (6,936)","(1,141)",
expected credit losses and other credit impairment charges 2 Change in expected credit Iosses and other credit,"18,419","26,922","2,628","6,375","3,020","(6,935) 50,429",
impairment charges,"(3,751)","(2,284)",(758),(900),"(1,124)","1 (8,817)",
Net operating income Total operating expenses excluding impairment of,"14,668","24,638","1,870","5,475","1,896 (6,935)","41,612",
goodwill and other intangible assets,"(17,860)","(13,584)","(1,521)","(5,081)","(1,933) 6,935","(33,044)",
Impairment of goodwilland other intangible assets,"(1,014)",(78),(65),(226),(5),"(1,388) 二",
Operating profit/(loss),"(4,206)","10,976",284,168,(42),"二 7,180",
Share of profit/(loss) in associates and joint ventures,1,"1,856",(265),=,5,"1 1,597",
Profit/(loss)before tax,"(4,205)","12,832",19,168,(37),"8,777 1",
,%,%,%,%,%,%,
Shareof HSBC's profit before tax,(47.9),146.2,0.2,1.9,(0.4),100.0,
Cost efficiency ratio,102.5,50.7,60.4,83.2,64.2,68.3,
Balance sheet data,$m,$m,$m,$m,$m,$m $m,
Loans and advances to customers (net),"408,495","473,165","28,700","107,969","19,658","1 1,037,987",
Total assets,"1,416,111","1,206,404","68,860","373,167","49,703 (130,081)","2,984,164",
Customer accounts 3,"629,647","762,406","41,221","182,028","27,478","二 1,642,780",
Risk-weighted assets,"284,322","384,228","60,181","117,755","35,240","857,520 1",
,,,,2019,,,
Net interest income,"5,601","16,607","1,781","3,241","2,061","1,171 30,462",
Net fee income Net income from financial instruments held for,"3,668","5,325",685,"1,804",540,1 12.023,
trading or managed on a fair value basis Net income from assets and liabilities of insurance,3.785,"4,735",327,873,883,"(372) 10,231",
"businesses,including related derivatives,measured atfairvaluethroughprofitandloss","1,656","1,803",,,14,"5 3,478",
Changes in fair value of other financial instruments mandatorily measured at fair value through profit or loss,,,,,,,
Otherincome/(expense) 1 Net operating income before change in,"1,516 1,830","28 1,921",1 916,31 638,41 (23),"(805) 812 (6,190) （908)",
expected credit losses and other credit impairment charges 2,,,,,,,
Change in expected credit losses and other credit impairment charges,"18,056","30,419","3,710","6,587","3,516","(6,190) 56,098",
Net operating income,"（938) 17,118","（724) 29,695","(117) 3,593","(237) 6,350","（740) 2,776","1 (2.756) (6,190) 53,342",
Total operating expenses excluding impairment of,,,,,,,
goodwilland other intangible assets,"(19,209)","(13,284)","(1,452)","(5,150)","(2,050)","6,190 (34,955)",
Impairment of goodwill and other intangible assets,"(2,550)",(13),（97),（433）,(339),"(3,962) （7,394)",
Operating profi/(loss),"（4,641)","16,398","2,044",767,387,"(3,962) 10,993",
Share of profit/loss inassociates and joint ventures,(12）,"2,070",283,,13,"二 2,354",
Profi/loss)before tax,"(4,653)","18,468",2.327,767,400,(3.962) 13.347,
,%,%,%,%,%,%,
Share of HSBC's profit before tax,(34.9),138.4,17.4,5.7,3.0,(29.6) 100.0,
Cost efficiency ratio,120.5,,,,,,
,,43.7,41.8,84.8,67.9,75.5,
Balance sheet data,$m,$m,$m,$m,$m,$m $m,
Loans and advances to customers (net),"393,850","477,727","28,556","113,474","23,136","1,036,743",
Total assets,"1,248,205","1,102,805","65,369","377,095","52,879","(131,201) 2,715,152",
,"528,718","697,358","38,126","146,676","28,237","1 1,439,115",
Customer accounts Risk-weighted assets,"280,983","366,375","57,492","121,953","38,460","843,395",
