Funding sources(Audited)2020 2019 $m $m,Funding sources(Audited)2020 2019 $m $m,Funding sources(Audited)2020 2019 $m $m,,
Funding sources(Audited)2020 2019 $m $m,Funding sources(Audited)2020 2019 $m $m,Funding sources(Audited)2020 2019 $m $m,2020 $m,2019$m
Customer accounts,"1,642,780","1,439,115",,
Deposits by banks,"82,080","59,022",,
Repurchase agreements-non-trading,"111,901","140,344",,
Debt securities in issue,"95,492","104,555",,
"Cash collateral, margin and settlement accounts","78,565","71,002",,
Subordinated liabilities,"21,951","24,600",,
Financial liabilities designated at fair value,"157,439","164,466",,
Liabilities under insurance contracts,"107,191","97,439",,
Trading liabilities,"75,266","83,170",,
-repos,"11,728","5589,70272,910",,
- stock lending,"4,597","5589,70272,910",,
- other trading liabilities,"58,941","5589,70272,910",,
Total equity,"204,995","192,668",,
Other balance sheet liabilities,"406,504","338,771",,
At31Dec,"2,984,164","2,715,152",,
