,31Dec 2020,31Dec 2020,31Dec 2020,31Dec 2020,31Dec 2019,31Dec 2019,31Dec 2019,31Dec 2019
,,Quoted market price,No quoted market price in active,,,Quoted market price inactive,No quoted market price,
,Value,in active market,market,Thereof HSBC1,Value,market,in active market,Thereof HSBC1
,$m,$m,$m,$m,$m,$m,$m,$m
The principal plan²,,,,,,,,
Fair value of plan assets,"42,505","37,689","4,816",973,"37,874","33,921","3,953","1,183"
-equities,268,7,261,一,662,312,350,一
-bonds,"36,198","35,479",719,,"31,699","31,699",,
derivatives,"1,973",一,"1,973",973,"2,052",1,"2,052","1,183"
-other,"4,066","2,203","1,863",1,"3,461","1,910","1,551",1
Other plans,,,,,,,,
Fair value of plan assets,"10,485","9,512",973,54,"9,693","8,702",991,239
-equities,"1,484","1,069",415,3,"2,065","1,455 6,376",610,2
-bonds,"7,624","7,143",481,10,"6,608",,232,8
derivatives,(57),1,(57),1,"1,020",871,一,
-other,"1,434","1,300",134,41,,,149,229
