Subsidiaries,% of share class held by immediate parent company (or by the,% of share class held by immediate parent company (or by the
Subsidiaries,Group where this varies),Footnotes
_Lion International Management Limited,100.00,106
LionManagement (Hong Kong)Limited,100.00,"1,4"
Lyndholme Limited,100.00,44
Marks and Spencer Financial Services plc,100.00,143
Marks and Spencer Unit Trust Management,,
Limited,100.00,143 53
Maxima S.A.AFJP (In Liquidation),99.98,14
"Mexicana de Fomento,S.A. de C.V. Midcorp Limited",100.00 (99.90),16
Midland Bank (Branch Nominees) Limited,100.00 100.00,15
Midland Nominees Limited,100.00,15
MIL (Cayman) Limited,100.00,74
MW Gestion SA,100.00,53
"Promocionen Bienes Raices,S.A.de C.V.",100.00 (99.99),14
Prudential Client HSBC GIS Nominee (UK),100.00,16
PT Bank HSBC Indonesia,99.99 (98.93),144
PT HSBC Sekuritas Indonesia,85.00,145
R/CLIP Corp.,100.00,13
,100.00,13
Real Estate Collateral Management Company,100.00,20
Republic Nominees Limited,100.00,95
Republic Overseas Capital Corporation,,
RLUKREF Nominees (UK) One Limited RLUKREF Nominees (UK)Two Limited,100.00 100.00,"1,16 1,16"
S.A.P.C.- Ufipro Recouvrement,99.99,34
Saf Baiyun,100.00 99.99),434
Saf Guangzhou,100.00 (99.99),4.34
Saf Zhu Jiang Shi Ba,100.00 (99.99),434
Saf Zhu Jiang Shi Er,100.00 (99.99),434
Saf Zhu Jiang Shi Jiu,100.00 (99.99),434
Saf Zhu Jiang Shi Liu,100.00 （99.99),"4,34"
Saf Zhu Jiang Shi Qi,100.00 (99.99),434
Saf Zhu Jiang Shi Wu,100.00 （99.99),"4,34"
SCI HSBC Assurances Immo,100.00 (99.99),55
Serai Limited,100.00,1.44
SeraiTechnology Development (Shanghai) Limited,,
SFM,100.00,"10,147"
SFSS Nominees (Pty) Limited,100.00 99.99) 100.00,34 128
Shandong Rongcheng HSBC Rural Bank,,
Company Limited,100.00,"10,148"
Shenzhen HSBC Development Company Ltd,100.00,149
Sico Limited,100.00,150
SNC Dorique,99.99,"19,151"
SNC Les Mercuriales,100.00,"(99.99) 19,34"
SNC Les Oliviers D'Antibes,60.00,55
SNC Makala,100.00,"(99.99) 1,9,34"
SNCB/M6-2008A,100.00,(99.99) 34
SNCB/M6-2007A,100.00,(99.99) 434
SNCB/M6-2007B,100.00,"(99.99) 4,34"
Societe Francaise et Suisse,100.00 (99.99),34
Somers Dublin DAC,100.00,(99.99) 121
Somers Nominees (Far East) Limited,100.00,21
Sopingest,100.00,(99.99) 34
South Yorkshire Light Rail Limited,100.00,16
St Cross Trustees Limited,100.00,15
Sun Hung Kai Development (Luijiazuilll),,
Limited,100.00,"10,152"
Swan National Limited Tasfiye Halinde HSBC Odeme Sistemleri,100.00,16
BilgisayarTeknolojileriBasinYayinVeMusteri Hizmetleri InLiquidation),,
The Hongkong and Shanghai Banking,100.00,153
Corporation Limited,100.00,44
The Venture Catalysts Limited,100.00,
Tooley Street View Limited,,16
Tower Investment Management,100.00,"2,16"
,100.00,154
Trinkaus Australien Immobilien Fonds Nr.1,,
Brisbane GmbH8Co.KG,100.00,（99.33) 38
Trinkaus Australien Immobilien-FondsNr.1 Treuhand-GmbH,100.00,(99.33) 6.38
,% of share class held by immediate parent company (or by the Group where this varies),% of share class held by immediate parent company (or by the Group where this varies)
Subsidiaries Trinkaus Europa Immobilien-Fonds Nr.3 Objekt Utrecht Verwaltungs-GmbH,100.00,Footnotes (99.33) 38
Trinkaus Immobilien-Fonds,,
Geschaeftsfuehrungs-GmbH 100.00 Trinkaus Immobilien-Fonds Verwaltungs-,"(99.33) 6,38",
GmbH,"100.00 (99.33) 6,38 38",
Trinkaus Private Equity Management GmbH,100.00 (99.33) 100.00 (99.33),
Trinkaus Private Equity Verwaltungs GmbH,"6,38 74",
Tropical Nominees Limited,100.00,
Turnsonic (Nominees) Limited,100.00 15,
Valeurs Mobilieres Elysées,100.00 (99.99) 34 100.00 44,
Wardley Limited,,
Wayfoong Nominees Limited 100.00,44,
Wayhong (Bahamas) Limited 100.00,"97 N/A 0,13",
"Westminster House,LLC",21,
Woodex Limited 100.00 Yan Nin Development Company Limited,100.00 (62.14) 37,
