,Present value of defined,Present value of defined,Present value of defined,Effect of Total
,Fair value of plan assets $m,benefit obligations,limit on plan surpluses,Effect of Total
Defined benefit pension plans,"52,990","$m (43,995)",$m (44),"$m 8,951"
Defined benefit healthcare plans,114,(639),二,(525)
At31Dec 2020,"53,104","(44,634)",(44),"8,426"
"Total employee benefit liabilities (within Note 26‘Accruals,deferred income and other",,,,"(2,025)"
"liabilities') Total employee benefit assets (within Note 22 'Prepayments,accrued income and",,,,
other assets'),,,,"10,450"
Defined benefit pension plans,"47,567","(40,582)",(16),"6,969"
Defined benefit healthcare plans,121,（580),1,(459)
At31Dec 2019,"47,688","(41,162)",（16),"6,510"
"Total employee benefit liabilities (within Note 26 'Accruals,deferred income and other",,,,"(1,771)"
"liabilities') Total employee benefit assets (within Note 22 'Prepayments,accrued income and other assets')",,,,"8,280"
