,2020,2020,2020,2019,2019,2019
,Designated at,Mandatorily measured at fair value,Total,Designated at fair,Mandatorily measured at fair,Total
,fair value,fair value,fair value,value value,value value,value value
,$m,$m,$m,$m,$m,$m
Securities,"2,492","39,088","41,580","2,344","35,808","38,152"
- treasury and other eligible bills,635,26,661,630,31,661
- debt securities,"1,857","5,250","7,107","1,714","4,838","6,552"
-equity securities,一,"33,812","33,812",一,"30,939","30,939"
Loans and advances to banks and,,,,,,
customers,一,"2,988","2,988",1,"4,555","4,556"
Other,1,985,985,1,919,919
At31Dec,"2,492","43,061","45,553","2,345","41,282","43,627"
Securities',,,,,,
Securities',2020,2020,2020,2019,2019,2019
Securities',Mandatorily,Mandatorily,Mandatorily,Mandatorily,Mandatorily,Mandatorily
Securities',Designated at,measured at fair value,Total,Designated at fair value,measured at fair,Total
Securities',Footnotes,fair value,,,value,
,$m,$m,$m,$m,$m,$m
Hong Kong Government,,22 二,22,4,1,4
Other governments,648,674,"1,322",666,754,"1,420"
Asset-backed securities,2,1 235,235,1,363,363
Corporate debt and other securities,,"1,822 4,367","6,189","1,674","3,752","5,426"
Equities,,"二 33,812","33,812",1,"30,939","30,939"
At 31Dec,,"2,492 39,088","41,580","2,344","35,808","38,152"
