Reconciliation of reported and adjusted items (continued),,,,,
Reconciliation of reported and adjusted items (continued),20184 Global,20184 Global,20184 Global,20184 Global,20184 Global
,Wealth and Personal Banking $m,Commercial Banking,Banking and Markets,Corporate Centre,Total
,Footnotes 1,$m,$m,$m,$m
Revenue Reported,"24,232","14,889","15,754","(1,095)","53,780"
Currency translation,(699),(475),(590),（90),
Significant items,,,(108),,"(1,854)"
,18,（40),,302,172
- customer redress programmes,1,（53）,1,1,（53)
"- disposals,acquisitions and investment in new businesses",2,1,1,111,113
-fair value movements on financial instruments 2,16,9,(112),187,100
- currency translation on significant items,"1 23,551",4,4,4,12
Adjusted,,"14,374","15,056",（883）,"52,098"
ECL,,,,,
Reported,"(1,163)",(737),26,107,"(1,767)"
Currency translation,91,54,8,6,147
Adjusted,"(1,072)",(683),34,101,"(1,620)"
Operating expenses,"(15,522)","(6,563)","(9,512)",,
Reported,Reported,Reported,Reported,Reported,Reported
Currency translation,625,255,304,"(3,062) 96","(34,659) 1,280"
Significant items,283,1,(108),"1,480","1,656"
- costs of structural reform,2,8,41,310,361
- customer redress programmes,172,(5),(21),1,146
"- disposals,acquisitions and investment in new businesses",52,1,1,1,52
past service costs of guaranteed minimum pension benefits equalisation,1,,1,228,228
- restructuring and other related costs,7,一,1,59,66
- settlements and provisions in connection with legal and regulatory matters,58,,,,
- currency translation on significant items,(8),1 (2),(132) 4,890 7,816
Adjusted,"(14,614)","(6,307)","(9,316)","(1,486)","(13) (31,723)"
Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,Share of profit in associates and joint ventures
Reported,33,1,二,"2,503","2,536"
Currency translation,Currency translation,Currency translation,Currency translation,Currency translation,Currency translation
Adjusted,(1) 32,1 1,二 二,"（91) 2,412","（92) 2,444"
Profit/(loss) before tax,Profit/(loss) before tax,Profit/(loss) before tax,Profit/(loss) before tax,Profit/(loss) before tax,Profit/(loss) before tax
Reported,Reported,Reported,Reported,Reported,Reported
Currency translation,"7,580 16","7,589 (166)","6,268 （278)","(1,547)","19,890"
Significant items,301,(39),(216),（91),（519)
-revenue,18,（40,(108),"1,782 302","1,828"
- operating expenses,283,1,(108),,172
Adjusted,"7,897","7,384","5,774","1,480 144","1,656 21,199"
Loans and advances to customers (net) Reported,"401,268","333,400","245,525",,
Currency translation,"17,963","11,455","7,794","1,503 96","981,696"
Adjusted,"419,231","344,855","253,319",,"37,308"
,,,,"1,599","1,019,004"
Customer accounts,Customer accounts,Customer accounts,Customer accounts,Customer accounts,Customer accounts
Reported Currency translation,"707,773 22,129","359,957 12,594","294,130 12,308",783 48,"1,362,643 47,079"
Adjusted,"729,902","372,551","306,438",831,"1,409,722"
