,Hedged item,Hedged item,Hedged item,Hedged item,Hedged item,Ineffectiveness,Ineffectiveness,Ineffectiveness
,Accumulated fair value hedge adjustments included in Carrying amount,Accumulated fair value hedge adjustments included in Carrying amount,Accumulated fair value hedge adjustments included in Carrying amount,Accumulated fair value hedge adjustments included in Carrying amount,Accumulated fair value hedge adjustments included in Carrying amount,,Recognised in,Profit and loss
,Assets,Liabilities,Assets,carrying amount2 Liabilities,,Change in fair value1 profit and loss,Recognised in,Profit and loss
Hedged risk,$m,$m,$m,$m,Balance sheet presentation Financial assets designated and,$m,$m,presentation
,,,,measured at fair value through,otherwise mandatorily,,,
,"90,617",,"1,859",,other comprehensive income,"2,304",,Net income from financial instruments
Interest rate³,,,,,,,(7),held for trading or
,153,,,,Loans and advances to banks,5,,managed on a fair
,,,,,Loans and advances to,,,value basis
,"1,897",,12,,customers,24,,
,,"15,206",,797,Debt securities in issue,"(1,011)",,
,,"3,009",,39,Deposits by banks,202,,
At 31Dec 2019,"92,667",,"1,875",836,,"1,524",,
,,,,,,,（7),
,,"18,215",,,,,,
