For the 12 months ended 30 Sep2020 2019$m $m,For the 12 months ended 30 Sep2020 2019$m $m,For the 12 months ended 30 Sep2020 2019$m $m,For the 12 months ended 30 Sep2020 2019$m $m,,,
For the 12 months ended 30 Sep2020 2019$m $m,For the 12 months ended 30 Sep2020 2019$m $m,For the 12 months ended 30 Sep2020 2019$m $m,For the 12 months ended 30 Sep2020 2019$m $m,For the 12 months ended 30 Sep,For the 12 months ended 30 Sep,For the 12 months ended 30 Sep
For the 12 months ended 30 Sep2020 2019$m $m,For the 12 months ended 30 Sep2020 2019$m $m,For the 12 months ended 30 Sep2020 2019$m $m,For the 12 months ended 30 Sep2020 2019$m $m,2020$m,2019$m,
Net interest income,Net interest income,"21,994","20,558",,,
Net fee and commission income,Net fee and commission income,"6,398","6,411",,,
Change in expected credit losses and other credit impairment charges,Change in expected credit losses and other credit impairment charges,"(9,698) (7,479)","(9,698) (7,479)",,,
Depreciation and amortisation,Depreciation and amortisation,"(2,072) (1,934)","(2,072) (1,934)",,,
Tax expense,Tax expense,"(858) (1,636)","(858) (1,636)",,,
Profitfor the year,Profitfor the year,"10,261 11,175","10,261 11,175",,,
Other comprehensive income,Other comprehensive income,(769) 315,(769) 315,,,
Total comprehensive income,Total comprehensive income,"9,492 11,490","9,492 11,490",,,
Dividends received from BoCom,Dividends received from BoCom,633 613,633 613,,,
