,Notional contract amount,Notional contract amount,Fair value - Assets,Fair value - Assets,Fairvalue-Liabilities,Fairvalue-Liabilities,Fairvalue-Liabilities,Fairvalue-Liabilities
,Trading,Hedging,Trading,Hedging,Total,Trading,Hedging,Total
,$m,$m,$m,$m,$m,$m,$m,$m
Foreign exchange,"7,606,446","35,021","106,696",309,"107,005","108,903","1,182","110,085"
Interest rate,"15,240,867","157,436","249,204","1,914","251,118","236,594","2,887","239,481"
Equities,"652,288",1,"14,043",一,"14,043","15,766",1,"15,766"
Credit,"269,401",1,"2,590",1,"2,590","3,682",1,"3,682"
Commodity and other,"120,259",1,"2,073 374,606",1,"2,073","3,090",1,"3,090"
Gross total fair values,"23,889,261","192,457",,"2,223","376,829","368,035","4,069","372,104"
Offset (Note 30) At31Dec 2020,"23,889,261","192,457","374,606","2,223","(69,103) 307,726","368,035","4,069","(69,103) 303,001"
