Reconciliation of reported and adjusted items (continued),,,,,
Reconciliation of reported and adjusted items (continued),20194,20194,20194,20194,20194
Reconciliation of reported and adjusted items (continued),Wealth and Personal Banking,Commercial Banking,Global Banking and Markets,Corporate Centre,Total
Revenue,,,,,$m
Reported,"25,552","15,256","14,894",396,"56,098"
Currency translation Significant items,(208),(103),(107),（53),(471)
,221,11 7,82,（997),(683)
- customer redress programmes,155,1,1,1,163
"- disposals,acquisitions and investment in new businesses",52,,1,(820),(768)
- fair value movements on financial instruments,,,84,(179),(84)
- currency translation on significant items,"77 25,565","一 15,164","(2) 14,869",1 (654),"6 54,944"
Adjusted,Adjusted,Adjusted,Adjusted,Adjusted,Adjusted
ECL,,,,,
Reported,"(1,437)","(1,192)",(162),35,"(2,756)"
Currency translation,"89 (1,348)","30 (1,162)",9 (153),1 36,"129 (2,627)"
Adjusted,Adjusted,Adjusted,Adjusted,Adjusted,Adjusted
Operating expenses Reported,"(17,351)","(9,905)","(13,790)","(1,33)","(42,349)"
Currency translation Significant items,135,18,21,49,223
- costs of structural reform,"1,828 1","3,055 4","4,225",499,"9,607"
,,,42,112,158
- customer redress programmes - goodwill impairment,"1,264",17,1,1,"1,281"
,431,"2,956","3,962",,"7,349"
- restructuring and other related costs,180,51,217,379,827
- settlements and provisions in connection with legal and regulatory matters,,1,2,,(61)
- currency translation on significant items,(69),27,2,6 2,53
Adjusted,"22 (15,388)","(6,832)","(9,544)",(755),"(32,519)"
Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,Share of profit in associates and joint ventures,Share of profit in associates and joint ventures
Reported,Reported,Reported,Reported,Reported,Reported
Currency translation,55,1,1,"2,299","2,354"
Adjusted,(1) 54,1 二,二 二,"(2) 2,297","（3 2,351"
Profit before tax,Profit before tax,Profit before tax,Profit before tax,Profit before tax,Profit before tax
Reported,"6,819","4,159",942,,"13,347"
Currency translation,15,（55),（77),"1,427 (5)",(122)
Significant items,"2,049","3,066","4,307",(498),"8,924"
-revenue,221,11,82,(997),(683)
- operating expenses,"1,828","3,055","4,225",,
Adjusted,"8,883","7,170","5,172",499 924,"9,607 22,149"
Loans and advances to customers (net),Loans and advances to customers (net),Loans and advances to customers (net),Loans and advances to customers (net),Loans and advances to customers (net),Loans and advances to customers (net)
Reported,"443,025","346,105",,,
Currency translation,,,"246,492","1,121","1,036,743"
Adjusted,"12,593 455,618","7,676 353,781","5,639 252,131","45 1,166","25,953 1,062,696"
Customer accounts,Customer accounts,Customer accounts,Customer accounts,Customer accounts,Customer accounts
Reported,"753,769","388,723","295,880",743,"1,439,115"
Currency translation,"14,382","8,459","8,214",37,"31,092"
Adjusted,"768,151","397,182","304,094",780,"1,470,207"
