Movement in Level 3 financial instruments,,,,,,,
Movement in Level 3 financial instruments,Assets Liabilities,Assets Liabilities,Assets Liabilities,Assets Liabilities,Assets Liabilities,Assets Liabilities,Assets Liabilities
Movement in Level 3 financial instruments,Designated and otherwise mandatorily,Designated and otherwise mandatorily,Designated and otherwise mandatorily,Designated and otherwise mandatorily,Designated and otherwise mandatorily,Designated and otherwise mandatorily,Designated and otherwise mandatorily
Movement in Level 3 financial instruments,Financial investments Footnotes $m,Trading assets $m,measured at fair value through profit or loss $m,Derivatives $m,Trading liabilities $m,Designated at fair value,Derivatives $m $m
At1 Jan 2020,"3,218","4,979","9,476","2,136",53,"5,016","2,302"
Total gains/(losses) recognised in profit or loss ：net income/(losses) from financial instruments,17,(6),504,"2,281",307,(59),"3,398"
held for trading or managed ona fair value basis changes in fair value of other financial,,(6),,"2,281",307,1,"3,398"
instruments mandatorily measured at fair value through profit or loss gains less losses from financial investments at,,1,504,,,(59),
fair value through other comprehensive income expected credit loss charges and other credit risk,17,一,1,一 一,,,
charges Total gains recognised in other comprehensive 1,,,,,,,
income ('OCl') -financial investments: fair value gains,394,115 1,286 1,143,17,204,169
- exchange differences,270 124,115,286,1 143,1 17,1 204,1 169
Purchases,671,687,"3,701",二,66,1,二
New issuances,二,二,1,二,6,"1,876",二
Sales,(674),"(1,579)","(2,042)",二,(260),1,1
Settlements,(530),"(1,122)",(435),"(1,542)",(26),"(1,531)","(1,462)"
Transfers out,(101),"(1,790)",(140),(565),（9),(777),
Transfers in,659,"1,215",126,217,8,577,(528)
At31Dec 2020,"3,654","2,499","11,477","2,670",162,"5,306","309 4,188"
Unrealised gains/(losses)recognised in profitor,,,,,,,
loss relating to assets and liabilities held at 31 Dec 2020 - net income/(losses) from financial instruments,1,(32),412,707,,1,"(91) (1,621)"
held for trading or managed on a fair value basis changes in fair value of other financial instruments mandatorily measured at fair value,,(32),1,707,1,,"(1,621)"
through profit or loss - loan impairment recoveries and other credit risk,,一,412,,,(91),
provisions,,一,,,,,
Financial,Assets,Assets,Assets,Assets,Liabilities,Liabilities,Liabilities
Financial,,Designated and otherwise mandatorily measured at fairvalue,through profit,,Trading,Designated at,
At 1 Jan 2019,"Footnotes $m 2,796","investments Trading assets $m 6,759","orloss $m 7,080","Derivatives $m 2,423",liabilities $m 58,"fair value $m 5,328","Derivatives $m 1,756"
Total gains/(losses) recognised in profit or loss,6,(112),587,278,（4),195,930
- net income/(losses) from financial instruments held for trading ormanaged ona fair value basis,,(112),,278,(4),,930
-changes in fair value of other financial instruments mandatorily measured at fair value through profit or loss,,一,587,,,195,
gains less losses from financial investments at fair value through other comprehensive income,10,一,,,,,
expected credit loss charges and other credit risk charges,(4),1,,,,,
Total gains/(losses)recognised in other comprehensive income ('OCl') 1,309,76,(4),49,1,18,52
- financial investments: fair value gains,301,1,1,1,1,1,
- exchange differences,8,76,(4),49,1,18,1
Purchases,693,"2,206","2,506",1,8,157,52
New issuances,1,154,1,,,,二
Sales,(56),,,1,6,"1,601",1
,,(895),(276),1,（9),(193),1
Settlements,(329),"(2,107)",(434),（100）,（7),"(1,048)",(162)
Transfers out,（488),"(1,558)",(23),（710）,（9),"(1,079)",(473)
Transfers in,287,456,40,196,9,37,199
At31Dec 2019,"3,218","4,979","9,476","2,136",53,"5,016","2,302"
Unrealised gains/(losses) recognised in profit or loss relating to assets and liabilities held at,(4),(22),465,279,,,
31Dec 2019 - net income/(losses) from financial instruments held for trading or managed on a fair value basis,,,,,,57,(407)
- changes in fair value of other financial instruments mandatorily measured at fair value,,(22),,279,,,(407)
through profit or loss - loan impairment recoveries and other credit,,,465,,,57,
risk provisions,(4),,,,,,
