"Relevant corporate governance codes, role profiles and policies",,
UK Corporate Governance Code,www.frc.org.uk,
Hong Kong Corporate Governance Code (set out in Appendix 14 to the Rules Governing the Listing of Securities on the Stock Exchange of Hong Kong Limited),www.hkex.com.hk,
Descriptions of the roles and responsibilities of the:,Group Chairman,www.hsbc.com/who-we-are/leadership-and-governance/board-responsibilities
,Group Chief Executive,
,Senior Independent Director,
,Board,www.hsbc.com/who-we-are/leadership-and-governance/board-responsibilities
Board and senior management,,www.hsbc.com/who-we-are/leadership-and-governance
Roles and responsibilities of the Board's committees,,www.hsbc.com/who-we-are/leadership-and-governance/board-committees
Board's policies on:,diversity and inclusion,www.hsbc.com/who-we-are/leadership-and-governance/board-responsibilities
,shareholder communication,
,human rights,www.hsbc.com/who-we-are/leadership-and-governance/board-responsibilities
,remuneration practices and governance,www.hsbc.com/who-we-are/leadership-and-governance/board-responsibilities
Global Internal Audit Charter,,www.hsbc.com/who-we-are/leadership-and-governance/corporate-governance-codes/internal-control
